commit_url,commit,project,Multi-files?,HM,OMG
https://github.com/apache/beam/commit/bfb13b650d9e34270fc171427aede11a57de7d1b,bfb13b650d9e34270fc171427aede11a57de7d1b,apache/beam,,Fixup after merge.,Refactor: Improve tagged output receiver in FnApiDoFnRunner This commit refactors the `taggedOutputReceiver` method in the `FnApiDoFnRunner.java` file. The changes ensure that the `MultiOutputReceiver` returned by the method outputs to the correct tagged output. This is an internal improvement that does not alter the external behavior of the code.
https://github.com/apache/beam/commit/481e7c0a4075079f45a4c5ff2822092656d5be12,481e7c0a4075079f45a4c5ff2822092656d5be12,apache/beam,,Fixing findbugs issue,"Refactor: Improve random long generation in SyntheticStep constructor In the SyntheticStep class, the way a random long is generated for the idAndThroughput has been improved. A new Random object is now created and used to generate the random long. This is a refactoring change that does not affect the functionality of the SyntheticStep class, which is a parameterizable DoFn that consumes and emits KV pairs, introducing a configurable delay for each record."
https://github.com/apache/beam/commit/96fbd8ca7525a85292dbeaf559041a5277d8f8b8,96fbd8ca7525a85292dbeaf559041a5277d8f8b8,apache/beam,,[euphoria-beam] add trigger to window in RBK (missing correct trigger wrapper),"Fix: Added triggering method in ReduceByKeyTranslator This commit modifies the doTranslate method in the ReduceByKeyTranslator.java file to include a new triggering method. The method translates a ReduceByKey operator into a Beam transformation, extracting keys and values from the input data using provided functions. The new triggering method is added to the input of the transformation."
https://github.com/apache/beam/commit/41dfd846919f350d07e2e2ccd375d30c11545da8,41dfd846919f350d07e2e2ccd375d30c11545da8,apache/beam,,Add Coder components for BufferedElement Coder,"Refactor: Update getCoderArguments() in BufferedElements.java The `getCoderArguments()` method in `BufferedElements.java` has been updated to return a list of coders for the elements and windows, instead of an empty list. This change improves the design of the existing code by providing the necessary coder arguments for the elements and windows."
https://github.com/apache/beam/commit/ae863d49a783d4e9fb0002f87ae195047614fce9,ae863d49a783d4e9fb0002f87ae195047614fce9,apache/beam,,Disambiguate method filter for toArray. Java 11 introduces additional overloads for the toArray method with one parameter.,"Refactor: Enhance convertArray method in ByteBuddyUtils.java The convertArray method in ByteBuddyUtils.java has been refactored to improve its functionality. The method now converts a collection to an array, and if the array is of primitive types, it converts the array of boxed objects to an array of unboxed objects. This change enhances the method's ability to handle arrays of different types and improves the overall functionality of the ByteBuddyUtils class."
https://github.com/apache/beam/commit/f1c6846f1bcc15207927aa704a8091b768003c1a,f1c6846f1bcc15207927aa704a8091b768003c1a,apache/beam,,Add TODO in GcpApiSurfaceTest: TODO: remove newly-exposed clasess once spanner updates its APIs.,"Feat: Add comments for future task in GcpApiSurfaceTest.java This commit adds comments in the GcpApiSurfaceTest.java file, indicating a future task to be done. The comments mention the removal of certain classes once the APIs of AsyncResultSet in Spanner are updated. The related issue can be found at https://github.com/googleapis/java-spanner/issues/410."
https://github.com/apache/beam/commit/22bc31a9e6d539ca61d42b58312d4927e9b47649,22bc31a9e6d539ca61d42b58312d4927e9b47649,apache/beam,Y,"Allow checkerframework on API surfaces This commit is independently useful, since checkerframework annotations are helpful for users. We should preserve them at runtime.","Fix: Add new pruning pattern to test files This commit adds a new pruning pattern ""org[.]checkerframework[.].*[.]qual[.].*"" to three test files: DirectRunnerApiSurfaceTest.java, GcpCoreApiSurfaceTest.java, and GcpApiSurfaceTest.java. This change is classified as a ""Fix"", indicating that it is meant to correct a problem in the code. No associated issues or pull requests were found for this commit."
https://github.com/apache/beam/commit/a954e6f5e03c7c9110c9d2b116e7774edbcda4fe,a954e6f5e03c7c9110c9d2b116e7774edbcda4fe,apache/beam,,Remove @hidden and @experimental annotation of CreateFromSnapshot pipelien option.,Refactor: Remove annotations from 'createFromSnapshot' method The 'Hidden' and 'Experimental' annotations were removed from the 'createFromSnapshot' method in the DataflowPipelineOptions.java file. This change does not affect the functionality of the method.
https://github.com/apache/cassandra/commit/8c04ffd52a43358a8eb56a68fa7aeae0bfa94577,8c04ffd52a43358a8eb56a68fa7aeae0bfa94577,apache/cassandra,Y,added CFS pending tasks JMX attribute CASSANDRA-173,Feat: Add getPendingTasks method to CFSMBean This commit adds a new method `getPendingTasks()` to both `ColumnFamilyStore.java` and `ColumnFamilyStoreMBean.java`. This method returns the number of tasks pending for this column family. This change was made in response to issue CASSANDRA-173.
https://github.com/apache/cassandra/commit/f6e15244da3418871f2ee4f076d08582cb967511,f6e15244da3418871f2ee4f076d08582cb967511,apache/cassandra,,add missing license header,Style: Add license header to RetryingScheduledThreadPoolExecutor.java A license header has been added to the file RetryingScheduledThreadPoolExecutor.java. This change is related to the style of the code and does not affect the functionality of the program.
https://github.com/apache/cassandra/commit/f75e364cba4b31a8d78574dc6cb62ad1a402660b,f75e364cba4b31a8d78574dc6cb62ad1a402660b,apache/cassandra,,r/m unused code,Refactor: Remove unused method from RowIteratorFactory The method `memtableEntryIterator` was removed from the `RowIteratorFactory` class. This method was previously used to get an entry iterator from a memtable starting at a specific key position. The removal of this method does not affect the functionality of the class as it was not being used.
https://github.com/apache/cassandra/commit/4dcd15f48dd21062fbe3a2ac4b3debb10fbbd14a,4dcd15f48dd21062fbe3a2ac4b3debb10fbbd14a,apache/cassandra,,Fix typo in log message,"Fix: Corrected typos in log messages in IncomingTcpConnection.java In the IncomingTcpConnection.java file, typos in the log messages of the 'run' and 'receiveMessage' methods were corrected. The typo ""Ignorning"" was corrected to ""Ignoring"". This change improves the readability and understanding of the log messages."
https://github.com/apache/cassandra/commit/ce807c6a22068edbed78d76367e9b35bd883fa77,ce807c6a22068edbed78d76367e9b35bd883fa77,apache/cassandra,,SSTableNamesIterator misses some tombstones CASSANDRA-4395,Refactor: Fix bug in SSTableNamesIterator This commit modifies the readSimpleColumns method in the SSTableNamesIterator.java file. The method now checks if the column is an instance of IColumn before adding it to the result list. This change was made to fix a bug where the SSTableNamesIterator was missing some tombstones. This change improves the accuracy of the SSTableNamesIterator and ensures that no tombstones are missed.
https://github.com/apache/cassandra/commit/3c93e8c6b5e96dcf4487e1b8f8cfe2a327237c6f,3c93e8c6b5e96dcf4487e1b8f8cfe2a327237c6f,apache/cassandra,,make CountingDownStreamCallback static to reduce footprint,Refactor: Change CountingDownStreamCallback to static class in StorageService.java This commit changes the CountingDownStreamCallback class in the StorageService.java file from a non-static class to a static class. This is a structural change that does not affect the external behavior of the code.
https://github.com/apache/cassandra/commit/a9b403e649aaa4de5e28d3bd4c562568d0ae3fbc,a9b403e649aaa4de5e28d3bd4c562568d0ae3fbc,apache/cassandra,,remove calculation of unused expected compacted filesize,Refactor: Remove unnecessary filesize calculation in cleanup compaction This commit removes the calculation of the expected compacted filesize in the `doCleanupCompaction` method of the `CompactionManager` class. The calculation was not necessary for the cleanup compaction process and its removal simplifies the code without altering functionality.
https://github.com/apache/cassandra/commit/579eb229519e5e3b276f918b89158a242c2dec34,579eb229519e5e3b276f918b89158a242c2dec34,apache/cassandra,,omit zero counts from compaction merge summary,"Fix: Skip iteration if count is zero in compaction operation This commit introduces a fix in the `runWith(File sstableDirectory)` method in the `CompactionTask.java` file. The change involves the addition of a conditional statement to skip an iteration if the count is zero during the compaction operation. This modification ensures that the compaction operation is only performed when necessary, and a snapshot is taken if required."
https://github.com/apache/cassandra/commit/ef67b60273d1d2b3e9b5b488311625717c161d34,ef67b60273d1d2b3e9b5b488311625717c161d34,apache/cassandra,,Make commitlog archiver thread pool name consistent CASSANDRA-7043,"Style: Standardize thread pool name in CommitLogArchiver This commit changes the thread pool name in the CommitLogArchiver class from ""commitlog_archiver"" to ""CommitLogArchiver"". This change was made to make the thread pool name consistent with others in the codebase, as per issue CASSANDRA-7043."
https://github.com/apache/cassandra/commit/7c93b04b34844afdc3a502af9e7fb296f43dc068,7c93b04b34844afdc3a502af9e7fb296f43dc068,apache/cassandra,,make sure streams get closed,Refactor: Improve resource handling in writeSnapshotManifest method This commit refactors the `writeSnapshotManifest` method in the `ColumnFamilyStore.java` file. The changes involve the use of a try-with-resources statement to ensure that the `PrintStream` object is properly closed after use. This improves the resource handling in the method and makes the code more robust and easier to maintain.
https://github.com/apache/cassandra/commit/2a9fc0e887612725a51b3822a266c1b3d3fadcaf,2a9fc0e887612725a51b3822a266c1b3d3fadcaf,apache/cassandra,,make scanner.close idempotent,"Refactor: Prevent multiple closings of files in BigTableScanner This commit introduces a new variable `isClosed` in the `BigTableScanner` class to track whether the data and index files have been closed. The `close()` method is modified to check this variable before closing the files. This change prevents the files from being closed multiple times, which could potentially lead to a NullPointerException as reported in issue CASSANDRA-9531."
https://github.com/apache/cassandra/commit/7bd577375ca5b661eb1fdb92954363546e864655,7bd577375ca5b661eb1fdb92954363546e864655,apache/cassandra,,move condition (ifile != null) to where it has some value as it is already checked for in validateSummarySamplingLevel(),"Refactor: Reorder conditions in load method of SSTableReader class In the load method of the SSTableReader class, the order of the conditions in an if statement has been changed. This method loads the SSTable, builds the summary, and checks for any erroneously downsampled index summary. If it finds any, it rebuilds it. This change is a refactor that improves the readability of the code."
https://github.com/apache/cassandra/commit/82ef1cfc3d5a62c4d0f6163e09a9690b43959a92,82ef1cfc3d5a62c4d0f6163e09a9690b43959a92,apache/cassandra,,ninja: fix logic to log msg w/cdc check on startup,"Fix: Correct condition check for 'cdc_enabled' in 'applyConfig' method This commit corrects the condition check for 'cdc_enabled' in the 'applyConfig' method of the 'DatabaseDescriptor' class. Previously, the condition checked if 'cdc_enabled' was not null. However, this has been changed to check if 'cdc_enabled' is true. This ensures that the configuration settings are correctly applied to the Cassandra instance when 'cdc_enabled' is true."
https://github.com/apache/cassandra/commit/eaced9a541d09d55973b6f88d720e16ac948a559,eaced9a541d09d55973b6f88d720e16ac948a559,apache/cassandra,,fix typo: wrong if guard variable,Refactor: Improve code readability in SecondaryIndexManager This commit refactors the SecondaryIndexManager class in two methods: `createInstance(IndexMetadata indexDef)` and `calculateIndexingPageSize()`. The changes are minor adjustments to the code that improve its readability and structure. No changes in functionality or behavior were made.
https://github.com/apache/cassandra/commit/256a74faa31fcf25bdae753c563fa2c69f7f355c,256a74faa31fcf25bdae753c563fa2c69f7f355c,apache/cassandra,,Add Config$RepairCommandPoolFullStrategy awareness to DatabaseDescriptorRefTest,"Feat: Add new strategy to config in DatabaseDescriptorRefTest This commit adds a new strategy, RepairCommandPoolFullStrategy, to the config in the DatabaseDescriptorRefTest.java file. This change is related to the issue [CASSANDRA-13594], which aims to use an ExecutorService for repair commands instead of starting a new thread."
https://github.com/apache/cassandra/commit/8f4ae7d825d90a18327c5555386f3cdaf414d836,8f4ae7d825d90a18327c5555386f3cdaf414d836,apache/cassandra,Y,Improve MV TTL error message CASSANDRA-16960,Fix: Improve error message for setting TTL on materialized view This commit modifies the error message thrown when trying to set or alter the default_time_to_live for a materialized view in the method announceMigration in AlterViewStatement.java. The error message now provides more information about why this operation is not allowed.  The test case testAlterMvWithTTL in ViewTest.java has been updated to check for this new error message. This change addresses the issue CASSANDRA-16960.
https://github.com/apache/cocoon/commit/de05e13417eb1e1ab77b3e28405a18a6e84a3526,de05e13417eb1e1ab77b3e28405a18a6e84a3526,apache/cocoon,,Replace hack with a more sensible test.,"Refactor: Improve structure of getContextObject method in XMLFileModule This commit refactors the getContextObject method in the XMLFileModule class. The changes improve the structure of the code without altering its behavior. The method retrieves a context object based on the provided configuration and object model, checking for a dynamic configuration and updating the source and reload if present. The changes ensure a more efficient handling of dynamic configurations."
https://github.com/apache/cocoon/commit/8bc546a37d8013be9f2bdbbee44c0b8502612bf7,8bc546a37d8013be9f2bdbbee44c0b8502612bf7,apache/cocoon,,unused variable removed,"Fix: Update version info and remove unused code in WebDAVSource.java This commit updates the version information in the comments of the WebDAVSource.java file. Additionally, an unused line of code in the getSourceProperty method has been removed."
https://github.com/apache/cocoon/commit/dde29593723a52e51e9da6dd75b3ee21b4fd7adf,dde29593723a52e51e9da6dd75b3ee21b4fd7adf,apache/cocoon,,import clean up,"Refactor: Remove unused import and update version comment The import statement for java.util.List has been removed from Sex.java as it was unused. Additionally, the version comment has been updated."
https://github.com/apache/cocoon/commit/63191d5b4f994455df9d8f2f39ad8f5cd563a16a,63191d5b4f994455df9d8f2f39ad8f5cd563a16a,apache/cocoon,,Remove debug msgs,"Refactor: Remove print statements in TestPortlet.java This commit removes the print statements in the destroy(), init(), and processAction() methods of the TestPortlet.java file. These methods now do not perform any actions. This is a refactoring change that improves the code without changing its external behavior."
https://github.com/apache/cocoon/commit/50507178cbe40b27b9052b487cfb1da475223da1,50507178cbe40b27b9052b487cfb1da475223da1,apache/cocoon,,"Remove author tag. Thanks Sylvain for pointing at this, this happens when you copy paste and don't think about what you're doing.",Style: Remove author information and update version in SitemapParameters.java The author information was removed from the SitemapParameters.java file and the version was updated. This change does not affect the functionality of the code.
