commit,project,Multi-files?,patch,HM,Rationality (0-4),Comprehensiveness (0-4),Conciseness (0-4),Expressiveness (0-4),FIRA,Rationality (0-4).1,Comprehensiveness (0-4).1,Conciseness (0-4).1,Expressiveness (0-4).1,OMG,Rationality (0-4).2,Comprehensiveness (0-4).2,Conciseness (0-4).2,Expressiveness (0-4).2,AMG,BLEU,ROUGEL,METEOR,BLEURT
b51021302ca755cd2e495d2dd8cfc54f70521f52,spepping/fop-cs,,"File: src/org/apache/fop/image/ImageArea.java
Status: modified
```diff
@@ -52,6 +52,7 @@ INDIRECT, INCIDENTAL, SPECIAL,  EXEMPLARY, OR CONSEQUENTIAL  DAMAGES (INCLU-
 
 package org.apache.fop.image;
 
+import org.apache.fop.fo.properties.TextAlign;
 import org.apache.fop.layout.*;
 import org.apache.fop.render.Renderer;
 
@@ -72,16 +73,18 @@ public ImageArea(FontState fontState, FopImage img,
 	this.image = img;
 
 	switch (align) {
-	case 1: // should be TextAlign.START
+	case TextAlign.START:
 	    xOffset = startIndent;
 	    break;
-	case 2: //should be TextAlign.END
+	case TextAlign.END:
 	    if (endIndent == 0)
 		endIndent = AllocationWidth;
 	    xOffset = (endIndent - width);
 	    break;
-	case 3: //should be TextAlign.CENTER
-	case 4: //should be TextAlign.JUSTIFY
+	case TextAlign.JUSTIFY:
+	    xOffset = startIndent;
+	    break;
+	case TextAlign.CENTER:
 	    if (endIndent == 0)
 		endIndent = AllocationWidth;
 	    xOffset = startIndent + ((endIndent - startIndent) - width)/2;
```",Correction for the text-align bug.,3,4,4,4,fix image area,2,1,4,4,Refactor: Replace numerical values with TextAlign constants in ImageArea.java This commit replaces the numerical values in the switch statement in ImageArea.java with corresponding constants from the TextAlign class. This change improves the readability and maintainability of the code. No external behavior is changed.,0,4,4,4,"refactor: Use TextAlign constants instead of magic numbers
This commit replaces magic numbers with TextAlign constants in the ImageArea class, making the code more readable and maintainable. The constants are used to specify the alignment of images in the document layout.",11.11,30.59,33.86,0.0
cc65cfaf8df8cbaec3ba9ec60544a13396358909,spepping/fop-cs,,"File: src/org/apache/fop/layout/LineArea.java
Status: modified
```diff
@@ -487,14 +487,18 @@ public void addLeader(int leaderPattern, int leaderLengthMinimum,
                           int ruleStyle, int ruleThickness, int leaderPatternWidth,
                           int leaderAlignment) {
         WordArea leaderPatternArea;
-        int leaderLength;
+        int leaderLength = 0;
         int remainingWidth =
           this.getContentWidth() - this.getCurrentXPosition();
-        //checks whether leaderLenghtOptimum fits into rest of line;
-        //should never overflow, asit has been checked already in BlockArea
-        if (remainingWidth < leaderLengthOptimum) {
+        /** checks whether leaderLenghtOptimum fits into rest of line;
+         *  should never overflow, as it has been checked already in BlockArea
+         *  first check: use remaining width if it smaller than optimum oder maximum
+         * */
+        if ((remainingWidth <= leaderLengthOptimum) ||   (remainingWidth <= leaderLengthMaximum)) {
             leaderLength = remainingWidth;
-        } else {
+        } else if ((remainingWidth > leaderLengthOptimum) && ( remainingWidth > leaderLengthMaximum)) {
+            leaderLength = leaderLengthMaximum;
+        } else if ((leaderLengthOptimum > leaderLengthMaximum) && (leaderLengthOptimum < remainingWidth)) {
             leaderLength = leaderLengthOptimum;
         }
         switch (leaderPattern) {
```",fixed: leader didn't fill line in content table,4,3,4,4,fix bug in LineArea,2,2,4,4,Refactor: Improve conditions for setting leaderLength in addLeader method This commit refactors the `addLeader` method in the `LineArea` class. The conditions for setting the `leaderLength` variable have been improved to better handle the space in a line when adding a leader. A leader is a pattern that fills the space in a line. The changes made do not alter the functionality of the method but improve the structure of the code.,0,3,3,4,"refactor: Improve leader length calculation in LineArea
Refactor the logic for calculating the leader length in the addLeader method to handle different scenarios more accurately. The changes ensure that the leader length is correctly determined based on the available width and the specified minimum, optimum, and maximum lengths.",5.75,23.73,15.88,0.0
9714e1d97fa8bd499d042f24499be4f43832ea29,spepping/fop-cs,,"File: src/org/apache/fop/render/ps/PSRenderer.java
Status: modified
```diff
@@ -99,9 +99,6 @@ public class PSRenderer extends AbstractRenderer {
     private int currentFontSize;
     private int pageHeight;
     private int pageWidth;
-    private int currentXPosition = 0;
-    private int currentYPosition = 0;
-    private int currentAreaContainerXPosition = 0;
     private float currRed;
     private float currGreen;
     private float currBlue;
```","fixed a refactoring error, deleted repeated vars",4,4,4,4,remove unused field,4,4,4,4,"Refactor: Remove unused variables in PSRenderer class In the PSRenderer class of the org.apache.fop.render.ps package, three variables: currentXPosition, currentYPosition, and currentAreaContainerXPosition were removed. This is a code cleanup to remove unused variables.",4,4,4,4,"refactor: Remove unused fields from PSRenderer
This commit removes three unused fields (currentXPosition, currentYPosition, and currentAreaContainerXPosition) from the PSRenderer class, simplifying its internal structure and reducing unnecessary complexity.",12.77,25.4,28.72,0.0
68f3cc378329f84ee257e8f80cc3a78b2f577db9,spepping/fop-cs,Y,"File: src/org/apache/fop/render/AbstractRenderer.java
Status: modified
```diff
@@ -1,6 +1,6 @@
 /*
  * $Id$
- * Copyright (C) 2001-2002 The Apache Software Foundation. All rights reserved.
+ * Copyright (C) 2001-2003 The Apache Software Foundation. All rights reserved.
  * For details on use and redistribution please refer to the
  * LICENSE file included with these sources.
  */
@@ -9,7 +9,7 @@
 // Java
 import java.awt.geom.Rectangle2D;
 import java.io.IOException;
-import java.util.HashMap;
+import java.util.Map;
 import java.util.List;
 import java.util.Iterator;
 
@@ -66,7 +66,7 @@ public abstract class AbstractRenderer extends AbstractLogEnabled
     /**
      * renderer configuration
      */
-    protected HashMap options;
+    protected Map options;
 
     /**
      * block progression position
@@ -109,7 +109,7 @@ public void setUserAgent(FOUserAgent agent) {
     }
 
     /** @see org.apache.fop.render.Renderer */
-    public void setOptions(HashMap opt) {
+    public void setOptions(Map opt) {
         options = opt;
     }
 
```


File: src/org/apache/fop/render/Renderer.java
Status: modified
```diff
@@ -9,7 +9,7 @@
 // Java
 import java.io.OutputStream;
 import java.io.IOException;
-import java.util.HashMap;
+import java.util.Map;
 
 // FOP
 import org.apache.fop.apps.FOPException;
@@ -86,7 +86,7 @@ void stopRenderer()
      *
      * @param options  The Configuration for the renderer
      */
-    void setOptions(HashMap options);
+    void setOptions(Map options);
 
     /**
      * Set the producer of the rendering. If this method isn't called the
```",Use Map instead of HashMap interface,0,4,4,4,remove unused code,0,0,4,4,Refactor: Replace HashMap with Map in AbstractRenderer and Renderer This commit replaces the usage of HashMap with Map in the setOptions methods of both AbstractRenderer.java and Renderer.java files. This change makes the methods more flexible as they can now accept any class that implements the Map interface.,4,4,4,4,"refactor: Replace HashMap with Map in Renderer and AbstractRenderer
This commit replaces the use of HashMap with Map in the setOptions method of Renderer and AbstractRenderer classes. This change improves the code's flexibility and maintainability by using a more general interface type. The functionality of the classes remains unchanged.",28.36,49.48,48.7,0.0
6979a0c5c2d1c8c4bdac29fa2c11cebdd55f8a5b,spepping/fop-cs,,"File: src/java/org/apache/fop/apps/Document.java
Status: modified
```diff
@@ -120,7 +120,7 @@ public Driver getDriver() {
     public void foPageSequenceComplete (FOTreeEvent event) throws FOPException {
         PageSequence pageSeq = event.getPageSequence();
         areaTree.addBookmarksToAreaTree();
-        format(pageSeq, areaTree);
+        formatPageSequence(pageSeq, areaTree);
     }
 
     /**
@@ -187,7 +187,8 @@ public FOInputHandler getFOInputHandler() {
      * @param areaTree the area tree to format this page sequence into
      * @throws FOPException if there is an error formatting the contents
      */
-    public void format(PageSequence pageSeq, AreaTree areaTree) throws FOPException {
+    private void formatPageSequence(PageSequence pageSeq, AreaTree areaTree) 
+            throws FOPException {
         Title title = null;
         if (pageSeq.getTitleFO() != null) {
             title = getTitleArea(pageSeq.getTitleFO());
```",public format() renamed to private formatPageSequence().,4,4,4,4,fix Document foPageSequenceComplete,0,0,4,4,Refactor: Rename and change visibility of format method in Document.java The method `format` in `Document.java` has been renamed to `formatPageSequence` and its visibility has been changed from public to private. The method `foPageSequenceComplete` has been modified to call this new method instead of the old `format` method. The new method `formatPageSequence` is responsible for formatting a page sequence and adding it to the area tree.,4,4,4,4,"refactor: Rename format to formatPageSequence
Renamed the format method to formatPageSequence to better reflect its functionality. This change improves the internal structure of the Document class, making it easier to understand and maintain.",3.2,26.26,18.47,0.0
3ce8d2c782f832bb494634743c340ec0eaf3b248,spepping/fop-cs,,"File: src/java/org/apache/fop/fo/FObjMixed.java
Status: modified
```diff
@@ -59,6 +59,7 @@ protected void endOfNode() throws FOPException {
 
     /**
      * Adds accumulated text as one FOText instance.
+     * Makes sure that nested calls to itself do nothing.
      * @throws FOPException if there is a problem during processing
      */
     protected void flushText() throws FOPException {
```",Added a clarifying comment,4,4,4,4,add missing javadoc,0,0,4,4,Feat: Add nested call handling comment to flushText method This commit adds a comment to the `flushText()` method in the `FObjMixed.java` file. The comment clarifies that the method ensures that nested calls to itself do nothing. This additional documentation improves the understanding of the method's functionality.,3,4,4,4,"refactor: Improve flushText method documentation
Added a note to the flushText method to ensure it handles nested calls correctly. This change improves the method's documentation and clarifies its behavior.",9.53,34.67,29.42,0.0
8faebbf0210814263bb945984d8cfae94d8220eb,spepping/fop-cs,,"File: src/java/org/apache/fop/render/bitmap/TIFFRenderer.java
Status: modified
```diff
@@ -94,8 +94,7 @@ public TIFFRenderer() {
     public void configure(Configuration cfg) throws ConfigurationException {
 
         //TODO Support output of monochrome bitmaps (fax-style)
-        String c = cfg.getChild(""compression"").getAttribute(""value"");
-        int comp = Integer.parseInt(c);
+        int comp = cfg.getChild(""compression"").getAttributeAsInteger(""value"", 1);
         String name = null;
         switch (comp) {
         case TIFFEncodeParam.COMPRESSION_NONE:
```","Fallback to default value if ""compression"" value is not given.",3,4,4,4,remove unused code,0,0,4,4,"Refactor: Simplify assignment of 'comp' variable in 'configure' method This commit simplifies the assignment of the 'comp' variable in the 'configure' method of the 'TIFFRenderer' class. The change does not alter the functionality of the method, which is to configure the TIFF compression type based on the provided configuration. The refactor improves the structure of the code, making it easier to read and maintain.",4,4,4,4,"refactor: Simplify TIFF compression configuration
Refactor the configure method in TIFFRenderer to simplify the TIFF compression configuration by using getAttributeAsInteger instead of parsing the attribute value manually. This change improves the code readability and maintainability.",5.77,32.65,27.53,0.0
13058088c864f7998bcf7dd2f6e2e2b3afd2f34c,spepping/fop-cs,,"File: src/java/org/apache/fop/fo/FOPropertyMapping.java
Status: modified
```diff
@@ -2623,13 +2623,17 @@ private void createShorthandProperties() {
         // background-position
         m  = new ListProperty.Maker(PR_BACKGROUND_POSITION);
         m.setInherited(false);
+        m.addKeyword(""left"", ""0% 50%"");
+        m.addKeyword(""center"", ""50% 50%"");
+        m.addKeyword(""right"", ""100% 50%"");
         m.setDefault(""0% 0%"");
         m.setDatatypeParser(new BackgroundPositionShorthandParser());
         addPropertyMaker(""background-position"", m);
 
         // border
         m  = new ListProperty.Maker(PR_BORDER);
         m.setInherited(false);
+        m.setDefault("""");
         m.setDatatypeParser(new GenericShorthandParser());
         addPropertyMaker(""border"", m);
 
```","Added default empty String to the border shorthand. Avoids NPE mentioned in Bugzilla 38648. Still need to add a warning, since property now silently falls back to the default(s).",4,4,4,4,add some more property to the property,0,0,2,2,"Feat: Add keywords to background-position and set default for border In the `createShorthandProperties()` method in the `FOPropertyMapping.java` file, more keywords were added to the `background-position` property and the default value for the `border` property was set. This enhances the functionality of the CSS parser by providing more options for the `background-position` property and a default value for the `border` property.",4,2,4,4,"feat: Add shorthand properties for background-position and border
This commit introduces new shorthand properties for background-position and border in the FOPropertyMapping class. The added properties include 'left', 'center', and 'right' for background-position, and a default value for border. These changes enhance the functionality of the CSS parser.",20.1,41.12,41.07,0.0
5a0356fdfc4f2935a816d58d8de265b73e923794,spepping/fop-cs,,"File: src/java/org/apache/fop/fo/extensions/OldExtensionElementMapping.java
Status: modified
```diff
@@ -18,10 +18,15 @@
 
 package org.apache.fop.fo.extensions;
 
+import java.util.HashMap;
+
+import org.apache.fop.fo.ElementMapping;
+import org.apache.fop.fo.UnknownXMLObj;
+
 /**
- * Element mapping for the old FOP extension namespace. It is simply mapped to the new namespace.
+ * Element mapping for the old FOP extension namespace.
  */
-public class OldExtensionElementMapping extends ExtensionElementMapping {
+public class OldExtensionElementMapping extends ElementMapping {
     
     /** The old FOP extension namespace URI (FOP 0.20.5 and earlier) */
     public static final String URI = ""http://xml.apache.org/fop/extensions"";
@@ -33,4 +38,14 @@ public OldExtensionElementMapping() {
         namespaceURI = URI;
     }
 
+    /**
+     * Initialize the data structures.
+     */
+    protected void initialize() {
+        if (foObjs == null) {
+            foObjs = new HashMap();
+            foObjs.put(""outline"", new UnknownXMLObj.Maker(URI));
+            foObjs.put(""label"", new UnknownXMLObj.Maker(URI));
+        }
+    }
 }
```",Simply subclassing did not work as expected. Made a copy now.,4,3,4,3,add OldExtensionElementMapping ElementMapping,0,0,4,0,"Refactor: Improve handling of unknown XML objects in OldExtensionElementMapping In this commit, the class `OldExtensionElementMapping` has been refactored to improve the handling of unknown XML objects. The class now extends `ElementMapping` instead of `ExtensionElementMapping`. A new method `initialize()` has been added, which initializes a HashMap with ""outline"" and ""label"" objects if it is null. This setup allows for better handling of unknown XML objects in the mapping of the old FOP extension namespace.",3,4,4,4,"refactor: Refactor OldExtensionElementMapping to use ElementMapping
This commit refactors the OldExtensionElementMapping class to extend ElementMapping instead of ExtensionElementMapping. It also adds a new initialize method to lazily initialize the map of FO objects, improving the class's internal structure and making it easier to understand and modify.",7.33,28.81,26.64,0.0
de9a33a49d34b5cff206f2a2d9d71708b5473c53,spepping/fop-cs,,"File: src/java/org/apache/fop/fonts/type1/PFMInputStream.java
Status: modified
```diff
@@ -19,6 +19,7 @@
 
 package org.apache.fop.fonts.type1;
 
+import java.io.EOFException;
 import java.io.IOException;
 import java.io.InputStream;
 import java.io.DataInputStream;
@@ -30,7 +31,7 @@
  */
 public class PFMInputStream extends java.io.FilterInputStream {
 
-    private DataInputStream datain;
+    private final DataInputStream datain;
 
     /**
      * Constructs a PFMInputStream based on an InputStream representing the
@@ -97,10 +98,14 @@ public long readInt() throws IOException {
     public String readString() throws IOException {
         InputStreamReader reader = new InputStreamReader(in, ""ISO-8859-1"");
         StringBuffer buf = new StringBuffer();
+
         int ch = reader.read();
         while (ch != 0) {
             buf.append((char)ch);
             ch = reader.read();
+            if (ch == -1) {
+                throw new EOFException(""Unexpected end of stream reached"");
+            }
         }
         return buf.toString();
     }
```",Make PFM string parsing a little more robust,4,4,4,4,throw an exception if the datain is not read,0,0,4,4,Fix: Handle unexpected end of stream in readString method This commit modifies the readString method in the PFMInputStream.java file to throw an EOFException when the end of the stream is reached unexpectedly. This change ensures that the method can handle unexpected end of stream scenarios and prevent potential errors.,4,4,4,4,"refactor: Improve PFMInputStream's readString method
This commit refactors the readString method in PFMInputStream to handle unexpected end of stream by throwing an EOFException. Additionally, the DataInputStream field is now final. These changes improve the robustness and thread-safety of the class.",16.33,31.46,34.04,0.0
407189c905a232fff14c0ba7119ff0a1d2efb1f6,spepping/fop-cs,,"File: examples/embedding/java/embedding/intermediate/ExampleStamp.java
Status: modified
```diff
@@ -115,7 +115,7 @@ public static void main(String[] args) {
 
             //Setup output file
             File xsltfile = new File(baseDir, ""xml/xslt/projectteam2fo.xsl"");
-            File iffile = new File(outDir, ""team.at.xml"");
+            File iffile = new File(outDir, ""team.if.xml"");
             File stampxsltfile = new File(baseDir, ""xml/xslt/ifstamp.xsl"");
             File pdffile = new File(outDir, ""ResultIFStamped.pdf"");
             System.out.println(""Intermediate file : "" + iffile.getCanonicalPath());
```",Fixed copy/paste omission.,4,4,4,4,fix a typo,4,3,4,4,"fix: Correct intermediate file name in ExampleConcat program The main method in the ExampleConcat program has been updated to use a more appropriate intermediate file name. The file ""team.at.xml"" has been renamed to ""team.if.xml"" to better reflect its purpose in the process of generating a PDF document from an XML file using XSLT. This change helps to clarify the role of the intermediate file in the process.",4,4,4,4,"refactor: Rename intermediate file from team.at.xml to team.if.xml
This commit renames the intermediate file generated in the main method of ExampleStamp class from team.at.xml to team.if.xml. This change does not affect the functionality of the class, but rather improves the naming consistency and clarity.",18.61,31.15,31.87,0.0
e771cafe134754efcb34fc646031ed54546326ca,apache/geronimo,,"File: modules/core/src/java/org/apache/geronimo/xml/deployment/LoaderUtil.java
Status: modified
```diff
@@ -74,7 +74,7 @@
 /**
  * Holds utility methods for parsing a DOM tree.
  *
- * @version $Revision: 1.8 $ $Date: 2003/10/01 19:02:05 $
+ * @version $Revision: 1.9 $ $Date: 2003/11/18 02:12:33 $
  */
 public final class LoaderUtil {
     private static final Log log = LogFactory.getLog(LoaderUtil.class);
@@ -137,7 +137,7 @@ public static Element[] getChildren(Element root, String childName) {
         for(int i=0; i<max; i++) {
             Node n = nl.item(i);
             if(n.getNodeType() == Node.ELEMENT_NODE &&
-                    n.getNodeName().equals(childName)) {
+                    n.getLocalName().equals(childName)) {
                 list.add(n);
             }
         }
```",Handle namespaces properly,4,4,4,4,fix bug in LoaderUtil,2,2,4,4,"Fix: Correct method call in getChildren of LoaderUtil.java This commit corrects the method call in the `getChildren` method of the `LoaderUtil.java` file. Previously, `getNodeName()` was used to get the name of the node. This has been corrected to `getLocalName()`. The functionality of the method remains the same.",4,4,4,4,"refactor: Update LoaderUtil to use getLocalName instead of getNodeName
This commit refactors the LoaderUtil class to use the getLocalName method instead of getNodeName when checking the node name in the getChildren method. This change improves the parsing of XML elements and makes the code more robust.",10.43,29.79,28.54,0.0
128b786ba0d2b0ac942fd97ce6b532055326a616,apache/geronimo,,"File: modules/transaction/src/java/org/apache/geronimo/transaction/context/TransactionContextManager.java
Status: modified
```diff
@@ -259,9 +259,11 @@ public void begin(Xid xid, long txTimeoutMillis) throws XAException, InvalidTran
             containerTransactionContext.resume();
         }
         importer.setTransactionTimeout(txTimeoutMillis);
+        TransactionContext.setContext(containerTransactionContext);
     }
 
     public void end(Xid xid) throws XAException, SystemException {
+        TransactionContext.setContext(null);
         synchronized (importedTransactions) {
             ContainerTransactionContext containerTransactionContext = (ContainerTransactionContext) importedTransactions.get(xid);
             if (containerTransactionContext == null) {
```","when beginning/ending an imported xid/transaction, associate TransactionContext with thread",0,3,4,4,set TransactionContext in TransactionContextManager,0,2,4,4,"Feat: Set TransactionContext in TransactionContextManager This commit introduces a new feature in the TransactionContextManager class. The 'begin' method now sets the TransactionContext to a certain value, and the 'end' method sets the TransactionContext to null. This change enhances the functionality of these methods, providing more control over the transaction context during the transaction lifecycle.",4,4,4,4,"refactor: Improve transaction context management
This commit refactors the TransactionContextManager class to properly set and reset the transaction context in the begin and end methods, respectively. This change ensures that the transaction context is correctly associated with the current thread and provides a more robust implementation of transaction management.",9.98,29.41,34.01,0.0
fc0eef46d6ab04cb5a8b1d0c171860430a890517,apache/geronimo,,"File: modules/core/src/java/org/apache/geronimo/remoting/IntraVMRoutingInterceptor.java
Status: modified
```diff
@@ -66,11 +66,12 @@
 import org.apache.geronimo.remoting.transport.NullTransportInterceptor;
 
 /**
- * @version $Revision: 1.4 $ $Date: 2003/09/08 04:33:54 $
+ * @version $Revision: 1.5 $ $Date: 2003/10/31 06:59:46 $
  */
 public class IntraVMRoutingInterceptor implements Interceptor, Externalizable {
 
     Long deMarshalingInterceptorID;
+    boolean allwaysMarshall=false;
     transient Interceptor next;
 
     /**
@@ -93,7 +94,7 @@ synchronized private void resolveNext() {
 
         // Did we deserialize with the same app classloader that
         // the target belongs to??  
-        if (InvocationSupport.isAncestor(parent, child)) {
+        if (InvocationSupport.isAncestor(parent, child) && !allwaysMarshall) {
             // Then we can avoid demarshalling/marshalling
             next = deMarshalingInterceptor.getNext();
         } else {
@@ -153,4 +154,11 @@ public void setDeMarshalingInterceptorID(Long deMarshalingInterceptorID) {
         this.deMarshalingInterceptorID = deMarshalingInterceptorID;
     }
 
+    public boolean getAllwaysMarshall() {
+        return allwaysMarshall;
+    }
+
+    public void setAllwaysMarshall(boolean value) {
+        allwaysMarshall=value;
+    }
 }
```",added the setAllwaysMarshall method.,0,4,4,4,fix failing test,0,0,4,4,"Feat: Add alwaysMarshall flag to IntraVMRoutingInterceptor This commit introduces a new boolean variable `alwaysMarshall` to the `IntraVMRoutingInterceptor` class. This flag is used in the `resolveNext()` method to determine whether to avoid demarshalling/marshalling. If the current thread's context classloader is a child of the target's classloader and `alwaysMarshall` is false, then we can avoid demarshalling/marshalling. Additionally, getter and setter methods for `alwaysMarshall` were added. The `setAlwaysMarshall(boolean value)` method sets the `alwaysMarshall` flag to the provided value, and the `getAlwaysMarshall()` method returns the current state of the `alwaysMarshall` flag.",4,4,3,4,"feat: Add marshalling control to IntraVMRoutingInterceptor
This commit introduces a new feature to the IntraVMRoutingInterceptor class, allowing for explicit control over marshalling. A new boolean flag 'allwaysMarshall' is added, along with getter and setter methods. This feature enables more flexibility in invocation routing and serialization within the application.",9.14,28.36,26.08,0.0
85d0621be87e8d4c6cafb5717bf02abf5f2b8d42,apache/geronimo,,"File: modules/axis/src/java/org/apache/geronimo/axis/client/SEIFactoryImpl.java
Status: modified
```diff
@@ -120,15 +120,10 @@ void initialize() {
                 new SimpleSerializerFactory(URI.class, Constants.XSD_ANYURI),
                 new SimpleDeserializerFactory(URI.class, Constants.XSD_ANYURI));
 
+        TypeInfo.register(typeInfo, typeMapping);
         for (Iterator iter = typeInfo.iterator(); iter.hasNext();) {
             TypeInfo info = (TypeInfo) iter.next();
             TypeDesc.registerTypeDescForClass(info.getClazz(), info.buildTypeDesc());
-
-            SerializerFactory sf =
-                    BaseSerializerFactory.createFactory(info.getSerFactoryClass(), info.getClazz(), info.getqName());
-            DeserializerFactory df =
-                    BaseDeserializerFactory.createFactory(info.getDeserFactoryClass(), info.getClazz(), info.getqName());
-            typeMapping.register(info.getClazz(), info.getqName(), sf, df);
         }
     }
 
```",register the typeInfos correctly,3,4,4,4,remove unused code,0,0,4,4,"Refactor: Simplify type description registration in SEIFactoryImpl This commit simplifies the process of registering type descriptions in the `initialize()` method of the `SEIFactoryImpl.java` file. Previously, the method was setting up serializers and deserializers for each type of information. Now, it directly registers type descriptions for each type info in the service, which simplifies the code and improves readability without changing the external behavior of the method.",3,4,4,4,"refactor: Simplify SEIFactoryImpl initialization
Refactored the initialize method in SEIFactoryImpl to remove unnecessary registration of serializers and deserializers, and instead use TypeInfo.register to simplify the process. This change improves the internal structure of the code and makes it easier to understand and maintain.",7.5,27.27,21.72,0.0
9b935cb1bed5a7854fe9a80089048b2c26707bfb,apache/geronimo,,"File: modules/tomcat/src/java/org/apache/geronimo/tomcat/ValveGBean.java
Status: modified
```diff
@@ -54,9 +54,8 @@ public ValveGBean(String className, Map initParams, ValveGBean nextValve) throws
         
         if (nextValve != null){
             if (!(nextValve.getInternalObject() instanceof Valve)){
-                throw new IllegalArgumentException(""className cannot be null."");                
+                throw new IllegalArgumentException(""The class given as the NextValve attribute does not wrap an object of org.apache.catalina.Valve type."");                
             }
-            
             this.nextValve = nextValve;
         } else {
             this.nextValve = null;
```",Add a more informative error msg,4,4,4,4,fix typo in exception message,0,1,4,4,Fix: Update error message in ValveGBean class The error message in an IllegalArgumentException in the `ValveGBean` class has been updated to be more specific. The new message indicates that the class given as the NextValve attribute does not wrap an object of org.apache.catalina.Valve type.,3,4,4,4,"fix: Improve error message for invalid NextValve attribute
The error message thrown when the NextValve attribute does not wrap an object of org.apache.catalina.Valve type has been improved to provide more context and clarity. This change enhances the usability and maintainability of the ValveGBean class.",40.29,40.86,47.25,0.0
bd2f2315d786b27a9e3488b3b5b4003370eb2146,apache/geronimo,,"File: plugins/geronimo-packaging-plugin/src/java/org/apache/geronimo/plugin/packaging/MavenConfigStore.java
Status: modified
```diff
@@ -133,6 +133,9 @@ public void install(ConfigurationData configurationData, File source) throws IOE
         URI configId = configurationData.getId();_x000D_
         URL targetURL = repository.getURL(configId);_x000D_
         File targetFile = new File(targetURL.getPath());_x000D_
+        File parentFile = targetFile.getParentFile();_x000D_
+        parentFile.mkdirs();_x000D_
+        targetFile.createNewFile();_x000D_
         ExecutableConfigurationUtil.createExecutableConfiguration(configurationData, null, source, targetFile);_x000D_
     }_x000D_
 _x000D_
```",This might help create the client cars,1,0,4,4,create maven maven repository,0,0,4,3,Fix: Ensure parent directories exist when installing configuration This commit modifies the `install` method in the `MavenConfigStore` class to create the necessary parent directories if they do not exist when installing a configuration from a source directory to a target file. This change ensures that the installation process does not fail due to missing parent directories.,4,4,4,4,"refactor: Ensure target file's parent directory exists in MavenConfigStore
This commit refactors the install method in MavenConfigStore to create the necessary directories and files as needed, ensuring the target file's parent directory exists. This change improves the internal structure of the code, making it more robust and easier to maintain.",13.63,34.29,38.95,0.0
f815a7f594b74a0edfb00a9153447a6dcd33e112,apache/geronimo,,"File: modules/remoting/src/java/org/apache/geronimo/remoting/jmx/MBeanServerStub.java
Status: modified
```diff
@@ -71,7 +71,7 @@
 
 
 /**
- * @version $Revision: 1.9 $ $Date: 2004/01/31 20:20:44 $
+ * @version $Revision: 1.10 $ $Date: 2004/01/31 20:23:52 $
  */
 public class MBeanServerStub implements GBean, JMXTarget {
     private ProxyContainer serverContainer;
@@ -120,7 +120,6 @@ public void doFail() {
 
     static {
         GBeanInfoFactory infoFactory = new GBeanInfoFactory(MBeanServerStub.class.getName());
-        infoFactory.addOperation(new GOperationInfo(""getName""));
         infoFactory.addOperation(new GOperationInfo(""getRemotingEndpointInterceptor""));
         infoFactory.addReference(new GReferenceInfo(""Router"", JMXRouter.class.getName()));
         GBEAN_INFO = infoFactory.getBeanInfo();
```",One should always run unit tests before checking files in,3,1,4,4,fix npe in EARConfigBuilder,0,1,4,4,"Final Answer: Refactor: Update version and remove operation in MBeanServerStub This commit updates the version and date comment in MBeanServerStub.java and removes the ""getName"" operation from the static block. No associated issues or pull requests were found for this commit.",2,4,4,4,"refactor: Update version and remove unnecessary operation
Updated the version number in the MBeanServerStub class and removed the unnecessary 'getName' operation from the GBeanInfoFactory. This change simplifies the class and removes redundant code.",18.75,43.84,41.88,0.0
d6c975205eb426e5465a6d37ccc9623942031e44,apache/geronimo,,"File: modules/geronimo-system/src/main/java/org/apache/geronimo/system/properties/NamingProperties.java
Status: modified
```diff
@@ -19,6 +19,9 @@
 import org.apache.geronimo.gbean.GBeanInfo;
 import org.apache.geronimo.gbean.GBeanInfoBuilder;
 
+import javax.naming.InitialContext;
+import javax.naming.NamingException;
+
 /** java.naming.factory.initial=com.sun.jndi.rmi.registry.RegistryContextFactory
 java.naming.factory.url.pkgs=org.apache.geronimo.naming
 java.naming.provider.url=rmi://localhost:1099
@@ -34,6 +37,14 @@ public NamingProperties(String namingFactoryInitial, String namingFactoryUrlPkgs
         setNamingFactoryInitial(namingFactoryInitial);
         setNamingFactoryUrlPkgs(namingFactoryUrlPkgs);
         setNamingProviderUrl(namingProviderUrl);
+
+        try {
+            // Calling this causes the System properties we just set
+            // to be read in and cached by the vm ensuring we can't
+            // be booted out by another module in the system.
+            new InitialContext().lookup(""java:"");
+        } catch (Throwable ignore) {
+        }
     }
 
     public String getNamingFactoryInitial() {
```",Cement the naming provider in the vm,3,3,4,3,add getNamingFactoryInitial to NamingProperties,0,1,4,4,"Feat: Add InitialContext initialization and lookup in NamingProperties This commit introduces a new feature in the NamingProperties class. It adds import statements for InitialContext and NamingException. It also includes a try-catch block that initializes an InitialContext and performs a lookup operation. This change ensures that the system properties set are read in and cached by the VM, preventing them from being booted out by another module in the system.",4,4,4,4,"feat: Add JNDI properties caching
This commit adds a mechanism to cache JNDI properties by creating an InitialContext and performing a lookup. This ensures that the system properties set in the NamingProperties class are read in and cached by the VM, preventing other modules from overriding them.",23.78,46.96,46.18,0.0
