commit,project,Multi-files?,patch,HM,Rationality (0-4),Comprehensiveness (0-4),Conciseness (0-4),Expressiveness (0-4),FIRA,Rationality (0-4).1,Comprehensiveness (0-4).1,Conciseness (0-4).1,Expressiveness (0-4).1,OMG,Rationality (0-4).2,Comprehensiveness (0-4).2,Conciseness (0-4).2,Expressiveness (0-4).2,MAD,mad-vanilla,MAD_OMG_BLEU,MAD_OMG_ROUGEL,MAD_OMG_METEOR,MAD_OMG_BLEURT,AMG,AMG_OMG_BLEU,AMG_OMG_ROUGEL,AMG_OMG_METEOR,AMG_OMG_BLEURT
b92b96643732b05326150decace502194656662c,apache/beam,,"File: sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/Regex.java
Status: modified
```diff
@@ -710,7 +710,8 @@ public void processElement(ProcessContext c) throws Exception {
 
   /**
    * {@code Regex.Find<String>} takes a {@code PCollection<String>} and returns a {@code
-   * PCollection<String>} representing the value extracted from the Regex groups of the input {@code
+   * PCollection<List<String>>} representing the value extracted from the
+   * Regex groups of the input {@code
    * PCollection} to the number of times that element occurs in the input.
    *
    * <p>This transform runs a Regex on the entire input line. If a portion of the line does not
@@ -721,8 +722,8 @@ public void processElement(ProcessContext c) throws Exception {
    *
    * <pre>{@code
    * PCollection<String> words = ...;
-   * PCollection<String> values =
-   *     words.apply(Regex.find(""myregex (mygroup)""));
+   * PCollection<List<String>> values =
+   *     words.apply(Regex.findAll(""myregex (mygroup)""));
    * }</pre>
    */
   public static class FindAll extends PTransform<PCollection<String>, PCollection<List<String>>> {
```",Fix Regex#FindAll javadoc,4,4,4,4,fix javadoc warnings,3,2,4,4,Feat: Update method documentation and example in Regex.java This commit updates the method documentation and example usage in the `Regex.java` file. The return type in the documentation has been corrected to `PCollection<List<String>>` and the example usage has been updated accordingly.,0,2,4,4,"refactor: Change Regex.Find return type to PCollection<List<String>>
Updated `Regex.Find` return type to `PCollection<List<String>>` to correctly represent the collection of extracted values from the input `PCollection`.","refactor: Return PCollection<List<String>> from Regex.Find
Update the return type to accurately reflect the extracted values from Regex groups, ensuring consistency with the transform's functionality.",5.44,20.59,11.9,0.0,"refactor: Update Regex.Find return type to PCollection<List<String>>
This commit updates the return type of Regex.Find from PCollection<String> to PCollection<List<String>>. The change is reflected in the JavaDoc and the example code snippet. This refactoring improves the accuracy of the Regex transform's return type.",12.38,28.24,30.31,0.0
059b351e58ab746ee699ee5d8ff746a27ec7586e,apache/beam,,"File: sdks/java/io/google-cloud-platform/src/main/java/org/apache/beam/sdk/io/gcp/bigquery/PassThroughThenCleanup.java
Status: modified
```diff
@@ -53,9 +53,9 @@ public PCollection<T> expand(PCollection<T> input) {
     PCollectionTuple outputs = input.apply(ParDo.of(new IdentityFn<T>())
         .withOutputTags(mainOutput, TupleTagList.of(cleanupSignal)));
 
-    PCollectionView<Void> cleanupSignalView = outputs.get(cleanupSignal)
+    PCollectionView<Iterable<Void>> cleanupSignalView = outputs.get(cleanupSignal)
         .setCoder(VoidCoder.of())
-        .apply(View.<Void>asSingleton().withDefaultValue(null));
+        .apply(View.<Void>asIterable());
 
     input.getPipeline()
         .apply(""Create(CleanupOperation)"", Create.of(cleanupOperation))
```",BigQuery: swap from asSingleton to asIterable for Cleanup asIterable can be simpler for runners to implement as it does not require semantically that the PCollection being viewed contains exactly one element.,4,4,4,4,fix quality flaw,1,0,4,4,"Refactor: Change handling of cleanup signal in PassThroughThenCleanup In the `expand` method of the `PassThroughThenCleanup.java` file, the handling of the cleanup signal has been refactored. Previously, the cleanup signal was viewed as a singleton with a default value of null. Now, it is viewed as an iterable. This change does not alter the functionality of the method but changes its internal structure.",4,4,4,4,"refactor: Use Iterable type for cleanupSignalView in PassThroughThenCleanup
Changed `cleanupSignalView` to use `Iterable<Void>` type, aligning with the expected behavior of `View.asIterable()`.","refactor: Update cleanupSignalView to use asIterable
Replace asSingleton with asIterable to improve the internal structure of PassThroughThenCleanup without changing its observable behavior.",1.09,11.9,6.5,0.0,"refactor: Update cleanup signal view in PassThroughThenCleanup
Refactor the cleanup signal view in PassThroughThenCleanup to use an Iterable<Void> instead of a singleton Void. This change is part of the forward integration from master to DSL_SQL and fixes the unit test failure in org.apache.beam.examples.WordCountIT.testE2EWordCount.",7.41,23.42,31.87,0.0
bfb13b650d9e34270fc171427aede11a57de7d1b,apache/beam,,"File: sdks/java/harness/src/main/java/org/apache/beam/fn/harness/FnApiDoFnRunner.java
Status: modified
```diff
@@ -173,7 +173,7 @@ public <T> void output(
     if (rowParameter != null) {
       checkArgument(schemaCoder != null,
           ""Cannot access object as a row if the input PCollection does not have a schema .""
-              + ""DoFn "" + doFn.getClass() + "" Coder "" + inputCoder.getClass());
+              + ""DoFn "" + context.doFn.getClass() + "" Coder "" + context.inputCoder.getClass());
       String id = rowParameter.fieldAccessId();
       if (id == null) {
         // This is the case where no FieldId is defined, just an @Element Row row. Default to all
@@ -326,7 +326,7 @@ public OutputReceiver<Row> outputRowReceiver(DoFn<InputT, OutputT> doFn) {
 
     @Override
     public MultiOutputReceiver taggedOutputReceiver(DoFn<InputT, OutputT> doFn) {
-      return DoFnOutputReceivers.windowedMultiReceiver(this, outputCoders);
+      return DoFnOutputReceivers.windowedMultiReceiver(this, context.outputCoders);
     }
 
     @Override
```",Fixup after merge.,0,0,4,2,remove unnecessary cast,0,0,4,4,Refactor: Improve tagged output receiver in FnApiDoFnRunner This commit refactors the `taggedOutputReceiver` method in the `FnApiDoFnRunner.java` file. The changes ensure that the `MultiOutputReceiver` returned by the method outputs to the correct tagged output. This is an internal improvement that does not alter the external behavior of the code.,1,1,4,4,"refactor: Update FnApiDoFnRunner to use context-based DoFn and coder references
This commit refactors FnApiDoFnRunner to use context-based DoFn and coder references, replacing hardcoded references with more dynamic and flexible ones. This change is part of the larger effort to implement basic end-to-end support of Schemas in Apache Beam, as seen in the schema branch import.","refactor: Refactor FnApiDoFnRunner to use context objects
Update method implementations to utilize context.doFn and context.inputCoder, improving code maintainability and readability.",5.39,21.36,19.65,0.0,"refactor: Update FnApiDoFnRunner to use context input/output coders
This commit refactors the FnApiDoFnRunner class to use the context's input and output coders instead of the old coders. This change is part of the schema branch import into master, which implements basic end-to-end support of Schemas and automatic inference of schemas. The updated class now executes a DoFn on a data stream in a Beam pipeline.",6.15,24.78,20.77,0.0
481e7c0a4075079f45a4c5ff2822092656d5be12,apache/beam,,"File: sdks/java/io/synthetic/src/main/java/org/apache/beam/sdk/io/synthetic/SyntheticStep.java
Status: modified
```diff
@@ -58,8 +58,9 @@ public class SyntheticStep extends DoFn<KV<byte[], byte[]>, KV<byte[], byte[]>>
   public SyntheticStep(Options options) {
     options.validate();
     this.options = options;
+    Random rand = new Random();
     // use a random id so that a pipeline could have multiple SyntheticSteps
-    this.idAndThroughput = KV.of(new Random().nextLong(), options.maxWorkerThroughput);
+    this.idAndThroughput = KV.of(rand.nextLong(), options.maxWorkerThroughput);
   }
 
   private KV<byte[], byte[]> outputElement(
```",Fixing findbugs issue,0,0,4,2,fix a bug in SyntheticStep,2,2,4,4,"Refactor: Improve random long generation in SyntheticStep constructor In the SyntheticStep class, the way a random long is generated for the idAndThroughput has been improved. A new Random object is now created and used to generate the random long. This is a refactoring change that does not affect the functionality of the SyntheticStep class, which is a parameterizable DoFn that consumes and emits KV pairs, introducing a configurable delay for each record.",4,4,4,4,"refactor: Initialize Random instance once in SyntheticStep constructor
Moved Random instance creation to the constructor to reduce unnecessary object creation and improve performance.","refactor: Consolidate Random instance creation in SyntheticStep constructor
This change simplifies the SyntheticStep constructor by reusing a single Random instance, eliminating unnecessary object creation.",1.05,17.02,8.6,0.0,"refactor: Improve SyntheticStep constructor
The SyntheticStep constructor has been refactored to use a single instance of Random for generating a random id, instead of creating a new instance every time. This change improves the internal structure of the SyntheticStep class.",6.71,28.83,30.4,0.0
96fbd8ca7525a85292dbeaf559041a5277d8f8b8,apache/beam,,"File: sdks/java/extensions/euphoria/euphoria-beam/src/main/java/cz/seznam/euphoria/beam/ReduceByKeyTranslator.java
Status: modified
```diff
@@ -37,6 +37,7 @@
 import org.apache.beam.sdk.transforms.MapElements;
 import org.apache.beam.sdk.transforms.ParDo;
 import org.apache.beam.sdk.transforms.SimpleFunction;
+import org.apache.beam.sdk.transforms.windowing.AfterWatermark;
 
 /**
  * Translator for {@code ReduceByKey} operator.
@@ -70,6 +71,8 @@ private static <IN, KEY, VALUE, OUT, W extends Window<W>> PCollection<Pair<KEY,
       input = context.getInput(operator)
           .apply(org.apache.beam.sdk.transforms.windowing.Window.into(
               BeamWindowFn.wrap(operator.getWindowing()))
+          // FIXME: trigger
+          .triggering(AfterWatermark.pastEndOfWindow())
           .discardingFiredPanes()
           .withAllowedLateness(context.getAllowedLateness(operator)));
     }
```",[euphoria-beam] add trigger to window in RBK (missing correct trigger wrapper),4,4,4,4,fix a bug where ReduceByKeyTranslator was not being used in,2,3,4,4,"Fix: Added triggering method in ReduceByKeyTranslator This commit modifies the doTranslate method in the ReduceByKeyTranslator.java file to include a new triggering method. The method translates a ReduceByKey operator into a Beam transformation, extracting keys and values from the input data using provided functions. The new triggering method is added to the input of the transformation.",4,3,4,4,"refactor: Add AfterWatermark trigger to ReduceByKeyTranslator
This change refactors the ReduceByKeyTranslator to incorporate the AfterWatermark trigger, enabling correct handling of windowing and triggering. The trigger's configuration ensures reduce-by-key operations are executed after the end of the window.","refactor: Trigger ReduceByKey operation after watermark
This commit refactors the ReduceByKeyTranslator to use the AfterWatermark trigger, enabling the operation to be triggered after the watermark.",4.16,19.57,21.88,0.0,"feat: Add AfterWatermark trigger to ReduceByKeyTranslator
This commit enhances the ReduceByKeyTranslator by adding an AfterWatermark trigger, which enables more efficient processing of windowed data. The trigger is set to fire after the end of the window, ensuring that all data is processed correctly.",4.37,20.41,20.63,0.0
41dfd846919f350d07e2e2ccd375d30c11545da8,apache/beam,,"File: runners/flink/src/main/java/org/apache/beam/runners/flink/translation/wrappers/streaming/stableinput/BufferedElements.java
Status: modified
```diff
@@ -20,7 +20,7 @@
 import java.io.IOException;
 import java.io.InputStream;
 import java.io.OutputStream;
-import java.util.Collections;
+import java.util.Arrays;
 import java.util.List;
 import java.util.Objects;
 import org.apache.beam.runners.core.DoFnRunner;
@@ -158,7 +158,7 @@ public BufferedElement decode(InputStream inStream) throws IOException {
 
     @Override
     public List<? extends org.apache.beam.sdk.coders.Coder<?>> getCoderArguments() {
-      return Collections.emptyList();
+      return Arrays.asList(elementCoder, windowCoder);
     }
 
     @Override
```",Add Coder components for BufferedElement Coder,0,4,4,4,use Arrays asList instead of Collections,0,3,4,4,"Refactor: Update getCoderArguments() in BufferedElements.java The `getCoderArguments()` method in `BufferedElements.java` has been updated to return a list of coders for the elements and windows, instead of an empty list. This change improves the design of the existing code by providing the necessary coder arguments for the elements and windows.",4,4,4,4,"refactor: Update getCoderArguments to return element and window coders
This change updates the `getCoderArguments` method to return the element and window coders, which are required for encoding and decoding the pipeline's data. This refactoring simplifies the internal structure of the `BufferedElements` class, making it easier to understand and maintain.","refactor: Return coder arguments in getCoderArguments
Updated getCoderArguments to include element and window coders, replacing the previous empty list return.",8.86,32.32,36.65,0.0,"refactor: Update getCoderArguments method in BufferedElements
This commit refactors the getCoderArguments method in the BufferedElements class to return the coder arguments required for encoding and decoding the elements and windows in a Beam pipeline. The method now returns a list containing the element coder and window coder, instead of an empty list.",24.85,41.18,49.78,0.0
ae863d49a783d4e9fb0002f87ae195047614fce9,apache/beam,,"File: sdks/java/core/src/main/java/org/apache/beam/sdk/schemas/utils/ByteBuddyUtils.java
Status: modified
```diff
@@ -995,7 +995,13 @@ protected StackManipulation convertArray(TypeDescriptor<?> type) {
                   COLLECTION_TYPE
                       .getDeclaredMethods()
                       .filter(
-                          ElementMatchers.named(""toArray"").and(ElementMatchers.takesArguments(1)))
+                          ElementMatchers.named(""toArray"")
+                              .and(
+                                  ElementMatchers.takesArguments(
+                                      TypeDescription.Generic.Builder.rawType(Object.class)
+                                          .asArray()
+                                          .build()
+                                          .asErasure())))
                       .getOnly()),
               // Cast the result to T[].
               TypeCasting.to(arrayType));
```",Disambiguate method filter for toArray. Java 11 introduces additional overloads for the toArray method with one parameter.,4,4,4,4,add support for 😅,0,0,0,0,"Refactor: Enhance convertArray method in ByteBuddyUtils.java The convertArray method in ByteBuddyUtils.java has been refactored to improve its functionality. The method now converts a collection to an array, and if the array is of primitive types, it converts the array of boxed objects to an array of unboxed objects. This change enhances the method's ability to handle arrays of different types and improves the overall functionality of the ByteBuddyUtils class.",1,1,3,4,"refactor: Update toArray method filter to handle Java 11 overloads
This change updates the `toArray` method filter to handle Java 11 overloads, which introduced additional `toArray` method overloads with one parameter. This refactoring ensures the correct method is selected.","fix: Disambiguate toArray method filter in ByteBuddyUtils for Java 11
Handle additional overloads for toArray method with one parameter introduced in Java 11.",2.75,16.51,15.47,0.0,"fix: Disambiguate method filter for toArray in Java 11
This commit modifies the filter to disambiguate which method is being selected for toArray with one parameter, as Java 11 introduces additional overloads for this method.",1.67,15.24,7.32,0.0
f1c6846f1bcc15207927aa704a8091b768003c1a,apache/beam,,"File: sdks/java/io/google-cloud-platform/src/test/java/org/apache/beam/sdk/io/gcp/GcpApiSurfaceTest.java
Status: modified
```diff
@@ -85,6 +85,8 @@ public void testGcpApiSurface() throws Exception {
             Matchers.<Class<?>>equalTo(com.google.cloud.ByteArray.class),
             Matchers.<Class<?>>equalTo(com.google.cloud.Date.class),
             Matchers.<Class<?>>equalTo(com.google.cloud.Timestamp.class),
+            // TODO: remove the following classes once spanner updates APIs of AsyncResultSet:
+            // https://github.com/googleapis/java-spanner/issues/410
             Matchers.<Class<?>>equalTo(com.google.common.collect.ImmutableCollection.class),
             Matchers.<Class<?>>equalTo(com.google.common.collect.ImmutableCollection.Builder.class),
             Matchers.<Class<?>>equalTo(com.google.common.collect.ImmutableList.class),
```",Add TODO in GcpApiSurfaceTest: TODO: remove newly-exposed clasess once spanner updates its APIs.,4,4,4,4,fix test on windows,0,0,4,4,"Feat: Add comments for future task in GcpApiSurfaceTest.java This commit adds comments in the GcpApiSurfaceTest.java file, indicating a future task to be done. The comments mention the removal of certain classes once the APIs of AsyncResultSet in Spanner are updated. The related issue can be found at https://github.com/googleapis/java-spanner/issues/410.",3,4,4,4,"refactor: Update GcpApiSurfaceTest to include additional classes
This refactoring is part of the upgrade to spanner library 1.59.0 and google_cloud_bigtable_client_core 1.16.0. The updated test now includes additional classes, temporarily allowing ImmutableCollection and its builder to pass until the spanner API is updated (BEAM-8758).","refactor: Update GcpApiSurfaceTest to include additional classes for Spanner API updates
Add ImmutableCollection, ImmutableCollection.Builder, and ImmutableList classes to the test to prepare for upcoming Spanner API changes.",3.9,15.84,11.95,0.0,"refactor: Update GcpApiSurfaceTest to include additional classes
This commit updates the GcpApiSurfaceTest to include additional classes from the google-cloud-spanner library, which is being upgraded to version 1.59.0. The test now verifies the presence of these classes in the API surface.",4.65,23.91,15.03,0.0
22bc31a9e6d539ca61d42b58312d4927e9b47649,apache/beam,Y,"File: runners/direct-java/src/test/java/org/apache/beam/runners/direct/DirectRunnerApiSurfaceTest.java
Status: modified
```diff
@@ -65,6 +65,7 @@ public void testDirectRunnerApiSurface() throws Exception {
                 WatermarkManager.class /* TODO: BEAM-4237 Consider moving to local-java */)
             .pruningPattern(""org[.]apache[.]beam[.].*Test.*"")
             .pruningPattern(""org[.]apache[.]beam[.].*IT"")
+            .pruningPattern(""org[.]checkerframework[.].*[.]qual[.].*"")
             .pruningPattern(""java[.]io.*"")
             .pruningPattern(""java[.]lang.*"")
             .pruningPattern(""java[.]util.*"");
```


File: sdks/java/extensions/google-cloud-platform-core/src/test/java/org/apache/beam/sdk/extensions/gcp/GcpCoreApiSurfaceTest.java
Status: modified
```diff
@@ -44,6 +44,7 @@ public void testGcpCoreApiSurface() throws Exception {
         ApiSurface.ofPackage(thisPackage, thisClassLoader)
             .pruningPattern(""org[.]apache[.]beam[.].*Test.*"")
             .pruningPattern(""org[.]apache[.]beam[.].*IT"")
+            .pruningPattern(""org[.]checkerframework[.].*[.]qual[.].*"")
             .pruningPattern(""java[.]lang.*"")
             .pruningPattern(""java[.]util.*"");
 
```


File: sdks/java/io/google-cloud-platform/src/test/java/org/apache/beam/sdk/io/gcp/GcpApiSurfaceTest.java
Status: modified
```diff
@@ -51,6 +51,7 @@ public void testGcpApiSurface() throws Exception {
             .pruningPattern(BigqueryClient.class.getName())
             .pruningPattern(""org[.]apache[.]beam[.].*Test.*"")
             .pruningPattern(""org[.]apache[.]beam[.].*IT"")
+            .pruningPattern(""org[.]checkerframework[.].*[.]qual[.].*"")
             .pruningPattern(""java[.]lang.*"")
             .pruningPattern(""java[.]util.*"");
 
```","Allow checkerframework on API surfaces This commit is independently useful, since checkerframework annotations are helpful for users. We should preserve them at runtime.",4,4,4,4,add tests for 😅,0,0,0,0,"Fix: Add new pruning pattern to test files This commit adds a new pruning pattern ""org[.]checkerframework[.].*[.]qual[.].*"" to three test files: DirectRunnerApiSurfaceTest.java, GcpCoreApiSurfaceTest.java, and GcpApiSurfaceTest.java. This change is classified as a ""Fix"", indicating that it is meant to correct a problem in the code. No associated issues or pull requests were found for this commit.",0,4,2,4,"refactor: Prune checkerframework qual classes in API surface tests
Simplify API surface tests by excluding checkerframework qual classes, which are not part of the public API. This change is a prerequisite for enabling global checkerframework support, as described in BEAM-10402.","refactor: Enable global checkerframework type checking
Instead of opting out whole modules, now only existing classes are opted out of type checking, producing more manageable incremental work and limitless starter bugs.",4.99,14.29,11.19,0.0,"refactor: Enable checkerframework globally
This commit refactors the code to enable checkerframework globally, instead of opting out whole modules. This change has several benefits, including enabling type checking for new code, preventing code backsliding, and producing more manageable incremental work.",3.79,10.2,9.47,0.0
a954e6f5e03c7c9110c9d2b116e7774edbcda4fe,apache/beam,,"File: runners/google-cloud-dataflow-java/src/main/java/org/apache/beam/runners/dataflow/options/DataflowPipelineOptions.java
Status: modified
```diff
@@ -95,8 +95,6 @@ public interface DataflowPipelineOptions
   void setUpdate(boolean value);
 
   /** If set, the snapshot from which the job should be created. */
-  @Hidden
-  @Experimental
   @Description(""If set, the snapshot from which the job should be created."")
   String getCreateFromSnapshot();
 
```",Remove @hidden and @experimental annotation of CreateFromSnapshot pipelien option.,0,4,4,4,remove experimental experimental annotation,0,2,4,4,Refactor: Remove annotations from 'createFromSnapshot' method The 'Hidden' and 'Experimental' annotations were removed from the 'createFromSnapshot' method in the DataflowPipelineOptions.java file. This change does not affect the functionality of the method.,3,4,4,4,"refactor: Remove @Hidden and @Experimental annotations from CreateFromSnapshot pipeline option
Removing unnecessary annotations improves code readability and maintainability. The @Hidden and @Experimental annotations on the CreateFromSnapshot pipeline option were not providing any additional value, and their removal simplifies the codebase.","refactor: Remove unnecessary @Hidden and @Experimental annotations
Remove annotations from CreateFromSnapshot pipeline option in DataflowPipelineOptions",17.34,39.44,34.55,0.0,"refactor: Remove @Hidden and @Experimental annotation of CreateFromSnapshot pipeline option
This commit removes the @Hidden and @Experimental annotations from the CreateFromSnapshot pipeline option in DataflowPipelineOptions, making it more accessible and usable.",19.66,41.94,32.44,0.0
8c04ffd52a43358a8eb56a68fa7aeae0bfa94577,apache/cassandra,Y,"File: src/java/org/apache/cassandra/db/ColumnFamilyStore.java
Status: modified
```diff
@@ -1531,6 +1531,11 @@ public double getReadLatency()
     {_x000D_
         return readStats_.mean();_x000D_
     }_x000D_
+    _x000D_
+    public int getPendingTasks()_x000D_
+    {_x000D_
+        return memtableLock_.getQueueLength();_x000D_
+    }_x000D_
 _x000D_
     /**_x000D_
      * @return the number of write operations on this column family in the last minute_x000D_
```


File: src/java/org/apache/cassandra/db/ColumnFamilyStoreMBean.java
Status: modified
```diff
@@ -84,4 +84,10 @@ public interface ColumnFamilyStoreMBean
      */
     public double getWriteLatency();
     
+    /**
+     * 
+     * @return the estimated number of tasks pending for this column family
+     */
+    public int getPendingTasks();
+    
 }
```",added CFS pending tasks JMX attribute CASSANDRA-173,4,3,4,4,add getPendingTasks to ColumnFamilyStore,0,4,4,4,Feat: Add getPendingTasks method to CFSMBean This commit adds a new method `getPendingTasks()` to both `ColumnFamilyStore.java` and `ColumnFamilyStoreMBean.java`. This method returns the number of tasks pending for this column family. This change was made in response to issue CASSANDRA-173.,4,4,4,4,"feat: Introduce getPendingTasks method to track pending tasks
Returns the number of tasks waiting to be executed, addressing CASSANDRA-173.","feat: Add getPendingTasks method to ColumnFamilyStore and ColumnFamilyStoreMBean
Implement CASSANDRA-173, allowing retrieval of pending tasks in a column family store.",6.79,33.9,25.75,0.0,"feat: Add getPendingTasks method to ColumnFamilyStore and ColumnFamilyStoreMBean
This commit introduces a new method getPendingTasks to ColumnFamilyStore and ColumnFamilyStoreMBean, which returns the number of tasks waiting to be executed. This feature is added to provide a way to monitor the number of pending tasks in a column family store. It is implemented by returning the queue length of the memtable lock. This change is related to CASSANDRA-173.",21.33,48.6,48.59,0.0
f6e15244da3418871f2ee4f076d08582cb967511,apache/cassandra,,"File: src/java/org/apache/cassandra/concurrent/RetryingScheduledThreadPoolExecutor.java
Status: modified
```diff
@@ -1,4 +1,25 @@
 package org.apache.cassandra.concurrent;
+/*
+ * 
+ * Licensed to the Apache Software Foundation (ASF) under one
+ * or more contributor license agreements.  See the NOTICE file
+ * distributed with this work for additional information
+ * regarding copyright ownership.  The ASF licenses this file
+ * to you under the Apache License, Version 2.0 (the
+ * ""License""); you may not use this file except in compliance
+ * with the License.  You may obtain a copy of the License at
+ * 
+ *   http://www.apache.org/licenses/LICENSE-2.0
+ * 
+ * Unless required by applicable law or agreed to in writing,
+ * software distributed under the License is distributed on an
+ * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
+ * KIND, either express or implied.  See the License for the
+ * specific language governing permissions and limitations
+ * under the License.
+ * 
+ */
+
 
 import java.util.concurrent.*;
 
```",add missing license header,4,4,4,4,add missing license header,4,4,4,4,Style: Add license header to RetryingScheduledThreadPoolExecutor.java A license header has been added to the file RetryingScheduledThreadPoolExecutor.java. This change is related to the style of the code and does not affect the functionality of the program.,4,4,3,4,"style: Add Apache License header to RetryingScheduledThreadPoolExecutor.java
Comply with ASF licensing requirements by adding the Apache License header.","style: Add license header to RetryingScheduledThreadPoolExecutor.java
The file lacked the standard Apache license header, which is now included.",10.13,29.09,21.2,0.0,"style: Add Apache License header to RetryingScheduledThreadPoolExecutor
Added the Apache License header to the RetryingScheduledThreadPoolExecutor.java file, which was missing the necessary licensing information.",9.68,40.0,26.94,0.0
f75e364cba4b31a8d78574dc6cb62ad1a402660b,apache/cassandra,,"File: src/java/org/apache/cassandra/db/RowIteratorFactory.java
Status: modified
```diff
@@ -161,17 +161,6 @@ else if (colCollated.hasNext())
         return new RowIterator(reduced, iterators);
     }
 
-    /** 
-     * Used when locks are required before getting the entry iterator.
-     * @param memtable Memtable to get iterator from
-     * @param startWith Start at this key position
-     * @return entry iterator for the current memtable
-     */
-    private static Iterator<Map.Entry<DecoratedKey, ColumnFamily>> memtableEntryIterator(Memtable memtable, DecoratedKey startWith)
-    {
-        return memtable.getEntryIterator(startWith);
-    }
-
     /**
      * Get a ColumnIterator for a specific key in the memtable.
      */
```",r/m unused code,4,4,4,4,remove unused method,4,4,4,4,Refactor: Remove unused method from RowIteratorFactory The method `memtableEntryIterator` was removed from the `RowIteratorFactory` class. This method was previously used to get an entry iterator from a memtable starting at a specific key position. The removal of this method does not affect the functionality of the class as it was not being used.,4,4,3,4,"refactor: Remove memtableEntryIterator method
Remove unused `memtableEntryIterator` method to declutter `RowIteratorFactory` class and improve maintainability.","refactor: Remove memtableEntryIterator method
This method was not being used anywhere in the codebase, so it's safe to remove it to simplify the RowIteratorFactory class.",1.05,20.9,11.25,0.0,"refactor: Remove unused method memtableEntryIterator
This commit removes the unused method memtableEntryIterator from RowIteratorFactory, which was not being used anywhere in the codebase. This cleanup simplifies the class's internal structure and makes it easier to maintain.",12.29,34.09,32.32,0.0
4dcd15f48dd21062fbe3a2ac4b3debb10fbbd14a,apache/cassandra,,"File: src/java/org/apache/cassandra/net/IncomingTcpConnection.java
Status: modified
```diff
@@ -98,7 +98,7 @@ public void run()
             {
                 // save the endpoint so gossip will reconnect to it
                 Gossiper.instance.addSavedEndpoint(from);
-                logger.info(""Received "" + (isStream ? ""streaming "" : """") + ""connection from newer protocol version. Ignorning"");
+                logger.info(""Received "" + (isStream ? ""streaming "" : """") + ""connection from newer protocol version. Ignoring"");
             }
             else if (msg != null)
             {
@@ -160,7 +160,7 @@ private Message receiveMessage(DataInputStream input, int version) throws IOExce
             MessagingService.instance().receive(message, id);
             return message;
         }
-        logger.debug(""Received connection from newer protocol version {}. Ignorning message"", version);
+        logger.debug(""Received connection from newer protocol version {}. Ignoring message"", version);
         return null;
     }
 
```",Fix typo in log message,4,4,4,4,remove some logging,0,1,4,4,"Fix: Corrected typos in log messages in IncomingTcpConnection.java In the IncomingTcpConnection.java file, typos in the log messages of the 'run' and 'receiveMessage' methods were corrected. The typo ""Ignorning"" was corrected to ""Ignoring"". This change improves the readability and understanding of the log messages.",4,4,3,4,"fix: Correct 'Ignorning' to 'Ignoring' in IncomingTcpConnection logs
This commit fixes a typo in the log messages of IncomingTcpConnection, which previously displayed 'Ignorning' instead of 'Ignoring' when receiving connections from newer protocol versions. This change ensures that log messages accurately reflect the intended behavior.","fix: Fix typo in logging messages to correctly spell 'ignoring'
Updated IncomingTcpConnection.java to reflect the correct spelling.",15.25,31.82,34.38,0.0,"fix: Fix typo in logging messages
Corrected 'Ignorning' to 'Ignoring' in two logging messages in IncomingTcpConnection.java to ensure accurate and consistent logging.",8.27,23.88,17.2,0.0
ce807c6a22068edbed78d76367e9b35bd883fa77,apache/cassandra,,"File: src/java/org/apache/cassandra/db/columniterator/SSTableNamesIterator.java
Status: modified
```diff
@@ -202,11 +202,18 @@ private void readSimpleColumns(FileDataInput file, SortedSet<ByteBuffer> columnN
         for (int i = 0; i < columns; i++)
         {
             OnDiskAtom column = atomSerializer.deserializeFromSSTable(file, sstable.descriptor.version);
-            if (columnNames.contains(column.name()))
+            if (column instanceof IColumn)
+            {
+                if (columnNames.contains(column.name()))
+                {
+                    result.add(column);
+                    if (n++ > filteredColumnNames.size())
+                        break;
+                }
+            }
+            else
             {
                 result.add(column);
-                if (n++ > filteredColumnNames.size())
-                    break;
             }
         }
     }
```",SSTableNamesIterator misses some tombstones CASSANDRA-4395,4,2,4,3,fix a bug in SSTableNamesIterator,2,2,4,4,Refactor: Fix bug in SSTableNamesIterator This commit modifies the readSimpleColumns method in the SSTableNamesIterator.java file. The method now checks if the column is an instance of IColumn before adding it to the result list. This change was made to fix a bug where the SSTableNamesIterator was missing some tombstones. This change improves the accuracy of the SSTableNamesIterator and ensures that no tombstones are missed.,3,4,4,4,"fix: Fix SSTableNamesIterator to include tombstones
Previously, SSTableNamesIterator missed some tombstones. This change ensures that tombstones are included by filtering out non-IColumn instances, fixing the issue reported in CASSANDRA-4395.","fix: Fix SSTableNamesIterator to handle non-IColumn instances
Previously, the iterator was missing some tombstones. This commit adds a check for IColumn instances, resolving CASSANDRA-4395.",5.65,25.81,24.86,0.0,"fix: Fix SSTableNamesIterator to include all columns
This commit fixes an issue where SSTableNamesIterator was missing some tombstones (CASSANDRA-4395). The fix involves filtering columns based on their type, ensuring that all columns are included in the result. This change improves the accuracy of SSTableNamesIterator.",16.79,31.48,36.6,0.0
