project,commit,commit_url,incremental,incremental-enhanced,vanilla,AMG,OMG
apache/ant,443bf819ed21ca24bcdf71d48e0c2fbc8cd1be3d,https://github.com/apache/ant/commit/443bf819ed21ca24bcdf71d48e0c2fbc8cd1be3d,"refactor: Use more efficient loop condition in execSQL
Replaced the loop condition (resultSet != null) || (updateCount != -1) with ret to reduce unnecessary iterations and improve performance. This change simplifies the loop logic and makes it more efficient.","fix: Update loop condition to correctly handle multiple result sets
This fix addresses a bug in the `execSQL` method where it would incorrectly terminate when handling multiple result sets. The updated loop condition ensures that the method correctly processes all results, providing accurate output to the user.","fix: Handle multiple result sets correctly in SQLExec
Update the execSQL method to use the getMoreResults() return value to iterate over result sets, fixing an issue with incorrect update counts.","refactor: Improve SQLExec's execSQL method
Refactor the execSQL method to simplify the loop condition, making it more efficient and easier to understand. The method's functionality remains unchanged, still executing a SQL statement and printing the results.",Refactor: Modify loop condition in execSQL method This commit modifies the condition in the do-while loop in the execSQL method of the SQLExec.java file. The change is a refactor aimed at improving the structure or readability of the code. The execSQL method is responsible for executing a SQL statement and handling any SQL warnings or errors. The modification might affect how the method handles the SQL execution._x001B_[0m
apache/ant,efef302a3da9a9e063da729c92f6f2b997884a9a,https://github.com/apache/ant/commit/efef302a3da9a9e063da729c92f6f2b997884a9a,"fix: Handle null values in declareBean
Handle null values in declareBean by checking for null and undeclaring the bean if necessary, to ensure compatibility with BSF's hashtable-based storage.","fix: Declare beans correctly when value is null
This change fixes a bug in ScriptRunner where declareBean was called with null values, which is not allowed by the Bean Scripting Framework (BSF). Now, when a null value is encountered, the corresponding bean is undeclared to maintain consistency with BSF's behavior.","fix: Prevent declaring beans with null values
BSF does not allow declaring beans with null values, so undeclare them instead to avoid errors.","fix: Handle null values in ScriptRunner
This commit fixes an issue where null values were not handled properly in the ScriptRunner class. Specifically, it adds a check for null values before declaring a bean, and undeclares the bean if the value is null. This ensures that beans with null values are not visible, which is consistent with the behavior of the Bean Scripting Framework (BSF).","Fix: Add null check before declaring a bean in ScriptRunner In the `executeScript(String execName)` method of `ScriptRunner.java`, a null check is added before declaring a bean. If the value is null, the bean is undeclared. This change is made to ensure that the script is executed using the beanshell scripting framework."
apache/ant,1a5baa2ad88ff04ee5ffa0d12774bb824ae78082,https://github.com/apache/ant/commit/1a5baa2ad88ff04ee5ffa0d12774bb824ae78082,"refactor: Log target start at verbose level
Updated log level from debug to verbose for target start events to align with the intended logging purpose.","refactor: Adjust logging level for target started event
Updated logging level for 'target started' event from DEBUG to VERBOSE, providing more user feedback. This refactoring improves logging informativeness without affecting CommonsLoggingListener's observable behavior.","refactor: Update log level to verbose in targetStarted method
Changed the log level from Project.MSG_DEBUG to Project.MSG_VERBOSE in the targetStarted method of CommonsLoggingListener to provide more user-friendly feedback during the build process.","refactor: Update log level in targetStarted method
Changed the log level from DEBUG to VERBOSE in the targetStarted method of CommonsLoggingListener to provide more user-friendly feedback during the build process.","Refactor: Change logging level in targetStarted method The logging level in the `targetStarted` method of the `CommonsLoggingListener` class has been changed from `Project.MSG_DEBUG` to `Project.MSG_VERBOSE`. This is a refactor commit, meaning the code has been changed to improve its internal structure without altering its external behavior. The functionality of the `targetStarted` method, which logs the start of a target during a build process, remains the same."
apache/ant,2bc2f8e4fa99ff51eaec0156d0a7a97bad5eab53,https://github.com/apache/ant/commit/2bc2f8e4fa99ff51eaec0156d0a7a97bad5eab53,"style: Clean up EchoXML.java
Removed unnecessary comments and reformatted the JavaDoc in EchoXML.java to conform to the project's coding standards.","style: Remove redundant comments in EchoXML.java
Removed redundant comments in EchoXML.java, including obsolete notes on ProjectComponent and task operations, and reformatted the 'Known limitations' section for better readability. This change does not affect the class's functionality.","style: Remove redundant comments from EchoXML.java
Clean up unnecessary comments and rephrase known limitations section for better readability.","refactor: Simplify EchoXML class documentation
Removed unnecessary comments and rephrased known limitations in the EchoXML class. This change improves the readability and maintainability of the class documentation.","Style: Refactor comments in EchoXML.java This commit refactors the comments in the EchoXML.java file for better readability and understanding. A line of code has also been removed. The functionality of the EchoXML class, which writes XML content to a specified file or log, remains unchanged."
apache/ant,a2cedaed6c1a36e3550cc939393a9d77b3bb28ac,https://github.com/apache/ant/commit/a2cedaed6c1a36e3550cc939393a9d77b3bb28ac,"fix: Rethrow non-IOException exceptions in FullAnalyzer
Update exception handling to throw BuildException for non-IOExceptions, ensuring that unexpected errors are properly reported and handled. This change is necessary to maintain compatibility with BCEL's trunk, which no longer declares to throw IOExceptions.","fix: Handle non-IOException exceptions in FullAnalyzer's class loading
This change updates the exception handling in FullAnalyzer's class loading to throw a BuildException for non-IOException exceptions, ensuring that unexpected errors are properly propagated and handled.","fix: Catch non-IOException exceptions in FullAnalyzer
Rethrow non-IOException exceptions as BuildException to ensure proper error handling.","fix: Handle non-IOException exceptions in FullAnalyzer
Previously, the FullAnalyzer would ignore all exceptions when forcing BCEL classes to load. This change updates the exception handling to rethrow non-IOException exceptions as BuildExceptions, ensuring that unexpected errors are properly propagated. This fix improves the robustness of the FullAnalyzer.","Fix: Improve exception handling in FullAnalyzer constructor In the FullAnalyzer class, the exception handling in the constructor has been improved. Previously, only IOExceptions were caught and ignored. Now, all exceptions are caught, and if the exception is not an IOException, a BuildException is thrown. This change ensures that unexpected exceptions do not go unnoticed, improving the robustness of the FullAnalyzer class, which is responsible for analyzing and determining all class-class dependencies in a Java application."
apache/ant,0b3dbe0ca84c2239ed930097c355bc7896d2e1c0,https://github.com/apache/ant/commit/0b3dbe0ca84c2239ed930097c355bc7896d2e1c0,"refactor: Specify type parameter for getReference
Specify type parameter to avoid implicit casting and ensure type safety in RedirectorElementTest.","refactor: Specify type parameter for getReference
Specified type parameter for getReference method to avoid raw type usage, ensuring correct type inference and making the test more robust.","refactor: Cast getReference result to Object in RedirectorElementTest
Explicitly cast the result of getReference to Object in test1 method to ensure correct type handling.","refactor: Improve type safety in RedirectorElementTest
This commit refactors the test1 method in RedirectorElementTest to use a generic getReference method, ensuring type safety when retrieving the 'test1' project reference. This change improves the internal structure of the test class, making it easier to understand and maintain.","Refactor: Add type casting to getReference() method call in test1() In the `test1()` method of the `RedirectorElementTest.java` file, a type casting was added to the `getReference()` method call. This change improves the readability of the code without altering its functionality. The method tests if the project reference ""test1"" is an instance of RedirectorElement."
apache/ant,6cd989e534dd52130f932ce04d3ca8aafe387cc9,https://github.com/apache/ant/commit/6cd989e534dd52130f932ce04d3ca8aafe387cc9,"refactor: Improve Java version number parsing
Updated Java version number parsing to correctly handle multi-part version strings, ensuring accurate version detection.","refactor: Improve Java version number parsing
Replaced integer parsing with DeweyDecimal to accurately handle complex Java version numbers, such as those with multiple numeric parts.","refactor: Parse java.specification.version property using DeweyDecimal
Improve Java version number calculation accuracy by utilizing DeweyDecimal for parsing.","refactor: Improve Java version parsing in JavaEnvUtils
Refactored the Java version parsing logic in JavaEnvUtils to use DeweyDecimal for more accurate and flexible version number handling. This change improves the internal structure of the utility class without changing its observable behavior.",Refactor: Improved parsing and storing of java version number The parsing and storing of the java version number in JavaEnvUtils.java has been refactored. The java version number is now parsed using the DeweyDecimal class and stored as a string. This change improves the accuracy and readability of the java version number.
apache/ant,9509706d70325bfd6a8f62b036d833f2fa0670db,https://github.com/apache/ant/commit/9509706d70325bfd6a8f62b036d833f2fa0670db,"fix: fix: Pad month value with leading zero in date format
Fixed incorrect month formatting in date strings by adding leading zeros.","fix: fix: Pad month and day with leading zeros in PropertyFileTest
Updated the date format in the testDirect method to include leading zeros for month and day, ensuring accurate date representation in PropertyFileTest. This change fixes the issue where dates were not properly formatted, leading to potential errors in the test results.","fix: Use correct date format in PropertyFileTest
Updated assertEquals statement in testDirect method","fix: Fix date format in PropertyFileTest
The date format in the testDirect method of PropertyFileTest was incorrect, leading to potential errors. This commit fixes the format to %d/%02d/%02d, ensuring correct date calculation and updating.","Fix: Corrected date format in PropertyFileTest The testDirect() method in the PropertyFileTest class had an incorrect date format in the assertEquals method. The format was changed from ""%d/%02d/%d"" to ""%d/%02d/%02d"" to correctly represent the date. This change ensures that the test accurately checks the functionality of the PropertyFile class."
apache/archiva,ce29219ee6409b111ce8f8191b1792c2b65a04a8,https://github.com/apache/archiva/commit/ce29219ee6409b111ce8f8191b1792c2b65a04a8,"refactor: Consolidate test configuration setup into getProxyConfiguration
To eliminate code duplication and improve test environment setup, consolidated test configuration into a single `getProxyConfiguration` method, used by `DefaultProxyManagerTest` and `LegacyProxyManagerTest` classes.","refactor: Unify configuration setup in test classes
This commit refactors the configuration setup in test classes by introducing a new `getProxyConfiguration()` method, replacing the previous `getTestConfiguration()` methods. This change simplifies and unifies the setup process across `DefaultProxyManagerTest` and `LegacyProxyManagerTest` classes.","refactor: Rename getTestConfiguration to getProxyConfiguration
The rename improves the method's name to match its implementation, which creates and configures a proxy repository for testing purposes.","refactor: Rename getTestConfiguration to getProxyConfiguration
Renamed the method getTestConfiguration to getProxyConfiguration in DefaultProxyManagerTest and LegacyProxyManagerTest to better reflect its purpose of setting up a proxy configuration for testing purposes. This change improves the clarity and consistency of the test environment setup.","Refactor: Rename method to better reflect its functionality In the files `DefaultProxyManagerTest.java` and `LegacyProxyManagerTest.java`, the method `getTestConfiguration()` has been renamed to `getProxyConfiguration()`. This change does not alter the functionality of the `setUp()` method where it is used, but provides a more accurate description of the method's purpose, which is to create and return a proxy configuration for testing purposes."
apache/archiva,6987e689ecc1c522d53cb661fa7842284807f471,https://github.com/apache/archiva/commit/6987e689ecc1c522d53cb661fa7842284807f471,"refactor: Remove unnecessary log statement
Removed unnecessary log statement to declutter the code and improve log readability. This change has no impact on the observable behavior of the DefaultRepositoryBrowsing class.","refactor: Remove unnecessary log statement in DefaultRepositoryBrowsing
Removed unnecessary log statement to improve code clarity and reduce logging noise. This change has no impact on the observable behavior of DefaultRepositoryBrowsing.","refactor: Remove unnecessary log statement
DefaultRepositoryBrowsing no longer logs 'Processing snapshots.' as it was not essential for its functionality.","refactor: Remove unnecessary log statement
Removed an unnecessary log statement in DefaultRepositoryBrowsing class, which was logging 'Processing snapshots.' without any functional impact. This change simplifies the code and makes it easier to maintain.","Refactor: Remove logging statement from processSnapshots method The logging statement ""Processing snapshots."" has been removed from the processSnapshots method in the DefaultRepositoryBrowsing class. This change is part of a refactoring effort to improve the code quality."
apache/archiva,397e88dac8af348973197806c92cbc329aefd4c2,https://github.com/apache/archiva/commit/397e88dac8af348973197806c92cbc329aefd4c2,"refactor: Add @since tag to deleteArtifact method
Add @since tag to deleteArtifact method to track its version history and ensure accurate documentation.","feat: Add @since 1.4-M2 annotation to deleteArtifact method
Added @since 1.4-M2 annotation to the deleteArtifact method in RepositoriesService, ensuring accurate version tracking and facilitating future maintenance.","doc: Document deleteArtifact method with @since 1.4-M2
Updated the deleteArtifact method's documentation to include the @since 1.4-M2 tag, indicating when it was introduced.","feat: Add @since tag to deleteArtifact method
Added a @since tag to the deleteArtifact method in RepositoriesService to indicate its availability since version 1.4-M2. This change enhances the documentation of the REST API endpoint.",Style: Add comment to `deleteArtifact` method in `RepositoriesService.java` A comment line has been added to the `deleteArtifact` method in the `RepositoriesService.java` file. The comment indicates that permissions are checked in the implementation of the method. This change does not affect the functionality of the code.
apache/archiva,f52bade117210719e138910be18fd2001ffd25a2,https://github.com/apache/archiva/commit/f52bade117210719e138910be18fd2001ffd25a2,"refactor: Enable test context cleaning
Added @DirtiesContext annotation to ArchivaRepositoryScanningTaskExecutorAbstractTest to ensure test context cleaning after each test method.","refactor: Enable test context dirtying for ArchivaRepositoryScanningTaskExecutorAbstractTest
Enabled test context dirtying to prevent test failures caused by shared context between test methods, ensuring reliable test results for ArchivaRepositoryScanningTaskExecutorAbstractTest.","refactor: Add @DirtiesContext annotation to ArchivaRepositoryScanningTaskExecutorAbstractTest
This change ensures a clean state for subsequent tests by resetting the context after each test method.","refactor: Add DirtiesContext annotation to ArchivaRepositoryScanningTaskExecutorAbstractTest
This change adds the @DirtiesContext annotation to the ArchivaRepositoryScanningTaskExecutorAbstractTest class, ensuring that the test context is properly cleaned up after each test method. This refactoring improves the test environment for Archiva repository scanning tasks.",Feat: Add @DirtiesContext annotation to ArchivaRepositoryScanningTaskExecutorAbstractTest This commit adds the @DirtiesContext annotation to the ArchivaRepositoryScanningTaskExecutorAbstractTest class. This annotation is used to indicate that the Spring ApplicationContext should be dirtied and thus automatically closed after each test method. This is typically used when a test method dirties the context.
apache/archiva,a9ebba65acafda26696d1ade1a19e909d93e8385,https://github.com/apache/archiva/commit/a9ebba65acafda26696d1ade1a19e909d93e8385,"refactor: Reset archiva configuration before tests
Reset Archiva configuration before tests to isolate each test run and prevent configuration persistence issues.","refactor: Add initialize method to reset archiva configuration before each test
Ensure test isolation by introducing an initialize method to reset archiva configuration, allowing for reliable testing of repository administration functionality.","feat: Add setup method to AbstractRepositoryAdminTest to reset archiva configuration
This method deletes the archiva.xml file and reloads the configuration before each test, ensuring a clean environment.","feat: Add setup method to initialize Archiva configuration
This commit introduces a new setup method, `initialize`, to reset the Archiva configuration by deleting the archiva.xml file and reloading the configuration before each test. This ensures a clean environment for testing repository administration functionality.",Feat: Add initialize method in AbstractRepositoryAdminTest This commit adds a new method 'initialize' in the AbstractRepositoryAdminTest.java file. The method is used to set up the test environment before each test. It deletes the existing configuration file if it exists and reloads the configuration. This ensures that the test environment is properly set up for each test case.
apache/archiva,a024df32a4005fa32ef5314418aabe124a45516c,https://github.com/apache/archiva/commit/a024df32a4005fa32ef5314418aabe124a45516c,"refactor: Update MavenRepositoryProvider to correctly create and configure repository groups
Updated `MavenRepositoryProvider` to correctly create and configure repository groups, ensuring consistency with the Archiva configuration. Additionally, introduced a setter for the repository registry to enable dependency injection.","refactor: Refactor MavenRepositoryProvider to use RepositoryRegistry
Refactored MavenRepositoryProvider to utilize RepositoryRegistry, enhancing the internal structure by decoupling repository group creation from Archiva configuration and introducing dependency injection through setRepositoryRegistry. This change improves the system's modularity and flexibility.","feat: Add configuration name support to MavenRepositoryProvider
Updated createRepositoryGroup method to use configuration name instead of id, and added setRepositoryRegistry method to inject repository registry.","refactor: Improve MavenRepositoryProvider's createRepositoryGroup method
This commit refactors the createRepositoryGroup method to correctly set the repository group name and adds a new method setRepositoryRegistry to allow for repository registry injection. These changes improve the internal structure of the MavenRepositoryProvider class, making it easier to understand and modify.",Feat: Update 'createRepositoryGroup' method and add 'setRepositoryRegistry' method This commit updates the 'createRepositoryGroup' method in the 'MavenRepositoryProvider' class to create a new repository group with the given configuration. It also adds a new method 'setRepositoryRegistry' to set the repository registry. These changes enhance the functionality of the 'MavenRepositoryProvider' class._x001B_[0m
apache/aries,b0f88c3970d09a01c17016a7b8b9dee001d4dac7,https://github.com/apache/aries/commit/b0f88c3970d09a01c17016a7b8b9dee001d4dac7,"fix: Distinguish between mandatory and optional OSGi service references on timeout
Previously, timeouts when waiting for OSGi services would result in generic exceptions. This change introduces distinct error handling for mandatory and optional service references, providing more informative error messages and enabling more targeted troubleshooting.","fix: Distinguish between mandatory and optional OSGi service references on timeout
This change improves the reliability and diagnostics of OSGi service reference handling by distinguishing between mandatory and optional references on timeout. It enhances the error messages to provide more context, enabling developers to better understand and troubleshoot service availability issues.","fix: Distinguish between mandatory and optional OSGi service references on timeout
Improved error handling in ReferenceRecipe by considering service reference metadata availability constraints.","fix: Handle timeouts and availability constraints for OSGi service references
This commit improves the handling of timeouts and availability constraints when waiting for OSGi services in the Blueprint container. It introduces separate error messages for mandatory and optional service references, providing more informative error handling. The changes ensure that the container behaves correctly in case of service unavailability, and provides more detailed information to the user.","Fix: Handle different types of service availability in `getService()` In the `getService()` method of the `ReferenceRecipe.java` file, conditions have been added to handle different types of service availability. If the service is mandatory and not available, an exception is thrown after waiting for a specified timeout period. If the service is optional and not available, an exception is thrown immediately. This fix ensures that the method behaves correctly for different types of service availability."
apache/beam,796af68ef69e7c40c41866afe6176d29feffae8a,https://github.com/apache/beam/commit/796af68ef69e7c40c41866afe6176d29feffae8a,"refactor: Use File instead of Paths in AvroSource.from
Update AvroSourceTest to use File instead of Paths, aligning with the Java File API, as part of the initial Dataflow code drop.","fix: Fix AvroSourceTest to use File instead of Paths.get
""Replaced Paths.get with File in AvroSourceTest's testMultipleFiles method to fix the file path construction. This change is a minor refactoring as part of the initial Dataflow code drop to Apache Beam.""","refactor: Replace Paths.get with File constructor in AvroSourceTest
This change simplifies the testMultipleFiles method by using a File object instead of Paths.get, making the code easier to understand and maintain.","refactor: Replace Paths.get with File constructor in AvroSourceTest
Refactor the AvroSourceTest class to use the File constructor instead of Paths.get for creating file paths. This change improves the internal structure of the code without changing its observable behavior.","Fix: Update path creation in testMultipleFiles method In the testMultipleFiles method of the AvroSourceTest.java file, the path to the AvroSource has been updated. Previously, the path was created using Paths.get(), but this has been changed to use new File(). This change ensures that the AvroSource can correctly read from multiple Avro files."
