commit,project,Multi-files?,patch,HM,Rationality (0-4),Comprehensiveness (0-4),Conciseness (0-4),Expressiveness (0-4),FIRA,Rationality (0-4).1,Comprehensiveness (0-4).1,Conciseness (0-4).1,Expressiveness (0-4).1,OMG,Rationality (0-4).2,Comprehensiveness (0-4).2,Conciseness (0-4).2,Expressiveness (0-4).2,MAD
4177bdb64e339c8ee010ab514d0670cdcee1d963,apache/ant,,"File: src/main/org/apache/tools/ant/taskdefs/optional/net/FTP.java
Status: modified
```diff
@@ -291,7 +291,7 @@ protected void scandir(String dir, String vpath, boolean fast) {
                         } else {
                             String name = vpath + file.getName();
                             if (!isFollowSymlinks() && file.isSymbolicLink()) {
-                                dirsExcluded.addElement(name);
+                                filesExcluded.addElement(name);
                             } else if (isFunctioningAsFile(ftp, dir, file)) {
                                 if (isIncluded(name)) {
                                     if (!isExcluded(name)) {
```",mistake found ... oops ... Corrected,1,0,4,3,fix the build,1,2,4,4,"Fix: Correct classification of symbolic links in FTP.java In the method 'scandir' of the class 'FTP.java', symbolic links were previously classified as directories and added to 'dirsExcluded'. This commit corrects this misclassification by adding symbolic links to 'filesExcluded' instead. This change ensures that symbolic links are correctly identified and handled.",4,4,4,4,"fix: Correctly categorize symbolic links in FTP directory scan
This commit fixes a bug where symbolic links were incorrectly categorized as directories during FTP directory scans. By updating the scandir method, we ensure that symbolic links are now correctly excluded as files, maintaining the accuracy of our file and directory classification."
f26efe57b3dd44192d50ef1af3befe01a03c7bf6,apache/ant,,"File: src/testcases/org/apache/tools/ant/taskdefs/StyleTest.java
Status: modified
```diff
@@ -65,7 +65,7 @@
 
 
 /**
- * TestCases fuer <style> / <xslt> task.
+ * TestCases for <style> / <xslt> task.
  * @author Jan Materne
  * @version 2003-08-05
  */
```",typo - sort of,4,4,4,3,fix typo in javadoc,4,4,4,4,Style: Corrected language in comment Changed the language of a comment in the StyleTest.java file from German to English for better understanding.,0,2,4,4,"style: Update comment language to English
Updated the comment language in StyleTest.java to English for consistency and readability."
443bf819ed21ca24bcdf71d48e0c2fbc8cd1be3d,apache/ant,,"File: src/main/org/apache/tools/ant/taskdefs/SQLExec.java
Status: modified
```diff
@@ -554,7 +554,7 @@ protected void execSQL(String sql, PrintStream out) throws SQLException {
                 ret = statement.getMoreResults();
                 updateCount = statement.getUpdateCount();
                 resultSet = statement.getResultSet();
-            } while ((resultSet != null) || (updateCount != -1));
+            } while (ret);
 
             log(updateCountTotal + "" rows affected"",
                 Project.MSG_VERBOSE);
```",Make SQL task work under Oracle,4,2,4,4,remove unnecessary code,0,0,4,4,Refactor: Modify loop condition in execSQL method This commit modifies the condition in the do-while loop in the execSQL method of the SQLExec.java file. The change is a refactor aimed at improving the structure or readability of the code. The execSQL method is responsible for executing a SQL statement and handling any SQL warnings or errors. The modification might affect how the method handles the SQL execution._x001B_[0m,4,4,4,4,"fix: Update loop condition to correctly handle multiple result sets
This fix addresses a bug in the `execSQL` method where it would incorrectly terminate when handling multiple result sets. The updated loop condition ensures that the method correctly processes all results, providing accurate output to the user."
efef302a3da9a9e063da729c92f6f2b997884a9a,apache/ant,,"File: src/main/org/apache/tools/ant/util/ScriptRunner.java
Status: modified
```diff
@@ -139,7 +139,15 @@ public void executeScript(String execName) throws BuildException {
             for (Iterator i = beans.keySet().iterator(); i.hasNext();) {
                 String key = (String) i.next();
                 Object value = beans.get(key);
-                manager.declareBean(key, value, value.getClass());
+                if (value != null) {
+                    manager.declareBean(key, value, value.getClass());
+                } else {
+                    // BSF uses a hashtable to store values
+                    // so cannot declareBean with a null value
+                    // So need to remove any bean of this name as
+                    // that bean should not be visible
+                    manager.undeclareBean(key);
+                }
             }
 
             // execute the script
```",Allow references and properties to be null without causing NPE in BSF,4,1,4,3,fix npe in ScriptRunner,4,2,4,4,"Fix: Add null check before declaring a bean in ScriptRunner In the `executeScript(String execName)` method of `ScriptRunner.java`, a null check is added before declaring a bean. If the value is null, the bean is undeclared. This change is made to ensure that the script is executed using the beanshell scripting framework.",4,3,4,4,"fix: Declare beans correctly when value is null
This change fixes a bug in ScriptRunner where declareBean was called with null values, which is not allowed by the Bean Scripting Framework (BSF). Now, when a null value is encountered, the corresponding bean is undeclared to maintain consistency with BSF's behavior."
1a5baa2ad88ff04ee5ffa0d12774bb824ae78082,apache/ant,,"File: src/main/org/apache/tools/ant/listener/CommonsLoggingListener.java
Status: modified
```diff
@@ -130,7 +130,7 @@ public void targetStarted(BuildEvent event) {
             // Since task log category includes target, we don't really
             // need this message
             realLog(log, ""Start: "" + event.getTarget().getName(),
-                    Project.MSG_DEBUG, null);
+                    Project.MSG_VERBOSE, null);
         }
     }
 
```",raise log level of targets to match that of task events,4,4,4,4,fix checkstyle error,0,0,4,4,"Refactor: Change logging level in targetStarted method The logging level in the `targetStarted` method of the `CommonsLoggingListener` class has been changed from `Project.MSG_DEBUG` to `Project.MSG_VERBOSE`. This is a refactor commit, meaning the code has been changed to improve its internal structure without altering its external behavior. The functionality of the `targetStarted` method, which logs the start of a target during a build process, remains the same.",4,4,4,4,"refactor: Adjust logging level for target started event
Updated logging level for 'target started' event from DEBUG to VERBOSE, providing more user feedback. This refactoring improves logging informativeness without affecting CommonsLoggingListener's observable behavior."
2bc2f8e4fa99ff51eaec0156d0a7a97bad5eab53,apache/ant,,"File: src/main/org/apache/tools/ant/taskdefs/EchoXML.java
Status: modified
```diff
@@ -32,10 +32,8 @@
 
 /**
  * Echo XML.
- * Notice how this is a ProjectComponent and not a task, which means that certain
- * well-known task operations (such as {@link org.apache.tools.ant.Task#getLocation()}) do not work.
  *
- * Other limitations
+ * Known limitations:
  * <ol>
  * <li>Currently no XMLNS support</li>
  * <li>Processing Instructions get ignored</li>
@@ -46,7 +44,6 @@
  */
 public class EchoXML extends XMLFragment {
 
-
     private File file;
     private boolean append;
     public static final String ERROR_NO_XML = ""No nested XML specified"";
```",Remove Steve's complaint ;) after Stefan and Peter's recent Location changes,1,0,4,4,fix a typo in javadoc,0,0,4,4,"Style: Refactor comments in EchoXML.java This commit refactors the comments in the EchoXML.java file for better readability and understanding. A line of code has also been removed. The functionality of the EchoXML class, which writes XML content to a specified file or log, remains unchanged.",4,4,2,4,"style: Remove redundant comments in EchoXML.java
Removed redundant comments in EchoXML.java, including obsolete notes on ProjectComponent and task operations, and reformatted the 'Known limitations' section for better readability. This change does not affect the class's functionality."
a2cedaed6c1a36e3550cc939393a9d77b3bb28ac,apache/ant,,"File: src/main/org/apache/tools/ant/util/depend/bcel/FullAnalyzer.java
Status: modified
```diff
@@ -24,6 +24,7 @@
 import org.apache.bcel.classfile.ClassParser;
 import org.apache.bcel.classfile.DescendingVisitor;
 import org.apache.bcel.classfile.JavaClass;
+import org.apache.tools.ant.BuildException;
 import org.apache.tools.ant.util.depend.AbstractAnalyzer;
 
 /**
@@ -41,8 +42,13 @@ public FullAnalyzer() {
         // force BCEL classes to load now
         try {
             new ClassParser(""force"");
-        } catch (IOException e) {
-            // ignore
+        } catch (Exception e) {
+            // all released versions of BCEL may throw an IOException
+            // here, but BCEL's trunk does no longer declare to do so
+            if (!(e instanceof IOException)) {
+                throw new BuildException(e);
+            }
+            // ignore IOException like we've always done
         }
     }
 
```",Same fix as for AncestorAnalyzer - make code compile with BCEL's trunk,2,3,4,4,don t throw exceptions in FullAnalyzer,0,0,4,3,"Fix: Improve exception handling in FullAnalyzer constructor In the FullAnalyzer class, the exception handling in the constructor has been improved. Previously, only IOExceptions were caught and ignored. Now, all exceptions are caught, and if the exception is not an IOException, a BuildException is thrown. This change ensures that unexpected exceptions do not go unnoticed, improving the robustness of the FullAnalyzer class, which is responsible for analyzing and determining all class-class dependencies in a Java application.",4,4,4,4,"fix: Handle non-IOException exceptions in FullAnalyzer's class loading
This change updates the exception handling in FullAnalyzer's class loading to throw a BuildException for non-IOException exceptions, ensuring that unexpected errors are properly propagated and handled."
0b3dbe0ca84c2239ed930097c355bc7896d2e1c0,apache/ant,,"File: src/tests/junit/org/apache/tools/ant/types/RedirectorElementTest.java
Status: modified
```diff
@@ -32,7 +32,7 @@ public void setUp() {
 
     public void test1() {
         executeTarget(""test1"");
-        assertTrue((getProject().getReference(""test1"")
+        assertTrue((getProject().<Object> getReference(""test1"")
             instanceof RedirectorElement));
     }
 
```","this kind of problem should be rare and should only affect recompiles, thus doesn't impact drop-in BC",0,0,3,4,fix failing test,4,2,4,4,"Refactor: Add type casting to getReference() method call in test1() In the `test1()` method of the `RedirectorElementTest.java` file, a type casting was added to the `getReference()` method call. This change improves the readability of the code without altering its functionality. The method tests if the project reference ""test1"" is an instance of RedirectorElement.",4,4,4,4,"refactor: Specify type parameter for getReference
Specified type parameter for getReference method to avoid raw type usage, ensuring correct type inference and making the test more robust."
6cd989e534dd52130f932ce04d3ca8aafe387cc9,apache/ant,,"File: src/main/org/apache/tools/ant/util/JavaEnvUtils.java
Status: modified
```diff
@@ -187,8 +187,12 @@ private JavaEnvUtils() {
             javaVersionNumber = VERSION_9;
             // at least Java9 and this should properly support the purely numeric version property
             String v = System.getProperty(""java.specification.version"");
-            javaVersionNumber = Integer.parseInt(v) * 10;
-            javaVersion = v;
+            DeweyDecimal pv = new DeweyDecimal(v);
+            javaVersionNumber = pv.get(0) * 10;
+            if (pv.getSize() > 1) {
+                javaVersionNumber += pv.get(1);
+            }
+            javaVersion = pv.toString();
         } catch (Throwable t) {
             // swallow as we've hit the max class version that
             // we have
```",deal with theoretical case of version scheme changing again,0,1,3,4,catch Throwable instead of DeweyDecimal,0,0,4,4,Refactor: Improved parsing and storing of java version number The parsing and storing of the java version number in JavaEnvUtils.java has been refactored. The java version number is now parsed using the DeweyDecimal class and stored as a string. This change improves the accuracy and readability of the java version number.,4,4,4,4,"refactor: Improve Java version number parsing
Replaced integer parsing with DeweyDecimal to accurately handle complex Java version numbers, such as those with multiple numeric parts."
9509706d70325bfd6a8f62b036d833f2fa0670db,apache/ant,,"File: src/tests/junit/org/apache/tools/ant/taskdefs/optional/PropertyFileTest.java
Status: modified
```diff
@@ -158,7 +158,7 @@ public void testDirect() throws Exception {
 
         Properties props = getTestProperties();
         LocalDate currentDate = LocalDate.now().plusDays(delta);
-        assertEquals(String.format(""%d/%02d/%d"", currentDate.getYear(), currentDate.getMonthValue(),
+        assertEquals(String.format(""%d/%02d/%02d"", currentDate.getYear(), currentDate.getMonthValue(),
                 currentDate.getDayOfMonth()), props.getProperty(""date""));
     }
 
```",Correct date formatting,4,4,4,4,fix the test,1,1,4,4,"Fix: Corrected date format in PropertyFileTest The testDirect() method in the PropertyFileTest class had an incorrect date format in the assertEquals method. The format was changed from ""%d/%02d/%d"" to ""%d/%02d/%02d"" to correctly represent the date. This change ensures that the test accurately checks the functionality of the PropertyFile class.",4,4,4,4,"fix: fix: Pad month and day with leading zeros in PropertyFileTest
Updated the date format in the testDirect method to include leading zeros for month and day, ensuring accurate date representation in PropertyFileTest. This change fixes the issue where dates were not properly formatted, leading to potential errors in the test results."
ce29219ee6409b111ce8f8191b1792c2b65a04a8,apache/archiva,Y,"File: maven-repository-proxy/src/test/java/org/apache/maven/repository/proxy/DefaultProxyManagerTest.java
Status: modified
```diff
@@ -43,7 +43,7 @@ protected void setUp()
 
         proxy = (ProxyManager) container.lookup( ProxyManager.ROLE );
 
-        configuration = getTestConfiguration();
+        configuration = getProxyConfiguration();
         proxy.setConfiguration( configuration );
     }
 
@@ -134,7 +134,7 @@ protected void tearDown()
         super.tearDown();
     }
 
-    private ProxyConfiguration getTestConfiguration()
+    private ProxyConfiguration getProxyConfiguration()
         throws ComponentLookupException
     {
         ProxyConfiguration config = new ProxyConfiguration();
```


File: maven-repository-proxy/src/test/java/org/apache/maven/repository/proxy/LegacyProxyManagerTest.java
Status: modified
```diff
@@ -43,7 +43,7 @@ protected void setUp()
 
         proxy = (ProxyManager) container.lookup( ProxyManager.ROLE );
 
-        configuration = getTestConfiguration();
+        configuration = getProxyConfiguration();
         proxy.setConfiguration( configuration );
     }
 
@@ -134,7 +134,7 @@ protected void tearDown()
         super.tearDown();
     }
 
-    private ProxyConfiguration getTestConfiguration()
+    private ProxyConfiguration getProxyConfiguration()
         throws ComponentLookupException
     {
         ProxyConfiguration config = new ProxyConfiguration();
```",change required after plexus update,1,0,3,3,renamed getTestConfiguration to getProxyConfiguration,4,4,4,4,"Refactor: Rename method to better reflect its functionality In the files `DefaultProxyManagerTest.java` and `LegacyProxyManagerTest.java`, the method `getTestConfiguration()` has been renamed to `getProxyConfiguration()`. This change does not alter the functionality of the `setUp()` method where it is used, but provides a more accurate description of the method's purpose, which is to create and return a proxy configuration for testing purposes.",4,4,4,4,"refactor: Unify configuration setup in test classes
This commit refactors the configuration setup in test classes by introducing a new `getProxyConfiguration()` method, replacing the previous `getTestConfiguration()` methods. This change simplifies and unifies the setup process across `DefaultProxyManagerTest` and `LegacyProxyManagerTest` classes."
6987e689ecc1c522d53cb661fa7842284807f471,apache/archiva,,"File: archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/browsing/DefaultRepositoryBrowsing.java
Status: modified
```diff
@@ -212,8 +212,6 @@ private void processSnapshots( List<String> versions )
     {
         Map<String, String> snapshots = new HashMap<String, String>();
 
-        log.info( ""Processing snapshots."" );
-
         for ( String version : versions )
         {
             if ( VersionUtil.isSnapshot( version ) )
```",Remove useless logging,4,4,4,4,remove debug logging,4,4,4,4,"Refactor: Remove logging statement from processSnapshots method The logging statement ""Processing snapshots."" has been removed from the processSnapshots method in the DefaultRepositoryBrowsing class. This change is part of a refactoring effort to improve the code quality.",3,4,4,4,"refactor: Remove unnecessary log statement in DefaultRepositoryBrowsing
Removed unnecessary log statement to improve code clarity and reduce logging noise. This change has no impact on the observable behavior of DefaultRepositoryBrowsing."
397e88dac8af348973197806c92cbc329aefd4c2,apache/archiva,,"File: archiva-modules/archiva-web/archiva-rest/archiva-rest-api/src/main/java/org/apache/archiva/rest/api/services/RepositoriesService.java
Status: modified
```diff
@@ -100,6 +100,7 @@ Boolean scheduleDownloadRemoteIndex( @QueryParam( ""repositoryId"" ) String reposi
     @RedbackAuthorization( noPermission = true )
     /**
      * permission are checked in impl
+     * @since 1.4-M2
      */
     Boolean deleteArtifact( @QueryParam( """" ) Artifact artifact, @QueryParam( ""repositoryId"" ) String repositoryId )
         throws ArchivaRestServiceException;
```",add @SInCE for new method,4,4,4,4,add missing javadoc,3,4,4,4,Style: Add comment to `deleteArtifact` method in `RepositoriesService.java` A comment line has been added to the `deleteArtifact` method in the `RepositoriesService.java` file. The comment indicates that permissions are checked in the implementation of the method. This change does not affect the functionality of the code.,4,3,3,4,"feat: Add @since 1.4-M2 annotation to deleteArtifact method
Added @since 1.4-M2 annotation to the deleteArtifact method in RepositoriesService, ensuring accurate version tracking and facilitating future maintenance."
f52bade117210719e138910be18fd2001ffd25a2,apache/archiva,,"File: archiva-modules/archiva-scheduler/archiva-scheduler-repository/src/test/java/org/apache/archiva/scheduler/repository/ArchivaRepositoryScanningTaskExecutorAbstractTest.java
Status: modified
```diff
@@ -40,6 +40,7 @@
 import org.apache.archiva.test.utils.ArchivaSpringJUnit4ClassRunner;
 
 import static org.mockito.Mockito.mock;
+import org.springframework.test.annotation.DirtiesContext;
 
 /**
  * ArchivaRepositoryScanningTaskExecutorPhase1Test
@@ -48,6 +49,7 @@
  */
 @RunWith( ArchivaSpringJUnit4ClassRunner.class )
 @ContextConfiguration( locations = { ""classpath*:/META-INF/spring-context.xml"", ""classpath:/spring-context.xml"" } )
+@DirtiesContext( classMode= DirtiesContext.ClassMode.AFTER_EACH_TEST_METHOD )
 public abstract class ArchivaRepositoryScanningTaskExecutorAbstractTest
     extends TestCase
 {
```",repository scanning test fix for idependance,3,4,3,3,add missing dirtiescontext,3,3,4,4,Feat: Add @DirtiesContext annotation to ArchivaRepositoryScanningTaskExecutorAbstractTest This commit adds the @DirtiesContext annotation to the ArchivaRepositoryScanningTaskExecutorAbstractTest class. This annotation is used to indicate that the Spring ApplicationContext should be dirtied and thus automatically closed after each test method. This is typically used when a test method dirties the context.,4,4,4,4,"refactor: Enable test context dirtying for ArchivaRepositoryScanningTaskExecutorAbstractTest
Enabled test context dirtying to prevent test failures caused by shared context between test methods, ensuring reliable test results for ArchivaRepositoryScanningTaskExecutorAbstractTest."
