id,raw_code,comment,label,generated_comment
54532,"void insertFunction2(ByteBuffer bb){
  int baseSec=(int)(windowId >> 32);
  bb.putInt(baseSec);
  Integer operId=operatorId;
  for (int i=0; i < 3; i++) {
    byte num=(byte)(operId >> 8 * (2 - i));
    bb.put(num);
  }
  bb.putShort((short)(windowId & 0xffff));
  for (int i=0; i < 3; i++) {
    byte num=(byte)(tupleId >> 8 * (2 - i));
    bb.put(num);
  }
}",4b basesec | 3b operatorid | 2b windowid | 3b tupleid,what,"4b basesec | 3b operatorid | 2b windowid | 3b tupleid
"
81747,"String format(Object obj,StringBuffer toAppendTo) throws IllegalArgumentException {
  Date source=null;
  if (obj instanceof Date) {
    source=(Date)obj;
  }
 else   if (obj instanceof String) {
    try {
      source=parse((String)obj);
    }
 catch (    ParseException pe) {
      throw new RuntimeException(pe.toString());
    }
  }
  if (source == null) {
    throw new IllegalArgumentException((obj == null) ? ""null"" : obj.toString());
  }
  return format(source,toAppendTo);
}",format a given object .,what,"format a given object into a string buffer .
"
85288,"public ByteMatrix encode(String contents,int width,int height,Map<EncodeHintType,Object> hints) throws WriterException {
  if (contents == null || contents.length() == 0) {
    throw new IllegalArgumentException(""Found empty contents"");
  }
  if (width < 0 || height < 0) {
    throw new IllegalArgumentException(""Requested dimensions are too small: "" + width + 'x'+ height);
  }
  ErrorCorrectionLevel errorCorrectionLevel=ErrorCorrectionLevel.L;
  if (hints != null) {
    ErrorCorrectionLevel requestedECLevel=(ErrorCorrectionLevel)hints.get(EncodeHintType.ERROR_CORRECTION);
    if (requestedECLevel != null) {
      errorCorrectionLevel=requestedECLevel;
    }
  }
  QRCode code=new QRCode();
  Encoder.encode(contents,errorCorrectionLevel,hints,code);
  return renderResult(code,width,height);
}",encode a string into a qr code with dimensions width x height .,what,"encode the contents into a qr code with the specified width and height .
"
41569,"void decodeAttributeBody(byte[] attributeValue,char offset,char length) throws StunException {
  realm=new byte[length];
  System.arraycopy(attributeValue,offset,realm,0,length);
}",copies the value of the realm attribute from the specified attributevalue .,what,"copies the value of the realm attribute from the specified attributevalue .
"
67275,"public int next(){
  return mix(gen.getAndIncrement());
}",produce the next identifier .,what,"generate the next random number .
"
27368,"public static IKeyBuilder newInstance(int capacity,CollatorEnum collatorChoice,Locale locale,Object strength,DecompositionEnum mode){
  if (collatorChoice == CollatorEnum.ASCII) {
    return new KeyBuilder(capacity);
  }
  if (locale == null) {
    locale=Locale.getDefault();
    if (log.isInfoEnabled())     log.info(""Using default locale: "" + locale.getDisplayName());
  }
  final boolean icu=collatorChoice == CollatorEnum.ICU;
  if (icu && !DefaultKeyBuilderFactory.isICUAvailable()) {
    throw new UnsupportedOperationException(DefaultKeyBuilderFactory.ICU_NOT_AVAILABLE);
  }
  final byte[] buf=createBuffer(capacity);
  final int len=0;
switch (collatorChoice) {
case ICU:
    return new KeyBuilder(new ICUSortKeyGenerator(locale,strength,mode),len,buf);
case JDK:
  return new KeyBuilder(new JDKSortKeyGenerator(locale,strength,mode),len,buf);
default :
throw new UnsupportedOperationException(""Collator not supported: "" + collatorChoice);
}
}",create a new instance that optionally supports unicode sort keys .,what,"creates a new key builder instance with the specified parameters .
"
44318,"private void collectText(){
  if (textNodeCount > 1) {
    firstTextNode.setText(textBuffer.toString());
  }
  textNodeCount=0;
}",this method breaks concatenation mode .,what,"collects the text from all text nodes and sets the text of the first text node to the collected text .
"
28487,"public void add(int position,T item){
  mData.add(position,item);
  notifyItemInserted(position);
}",insert a item associated with the specified position of adapter,what,"inserts the specified item at the specified position in the data list .
"
73636,"private void consumeNestedScroll(int dxUnconsumed,int dyUnconsumed,int dxFinalUnconsumed,int dyFinalUnconsumed){
  if (mOverScrollEffect == OverScrollEffect.BOUNCE && dyFinalUnconsumed != 0) {
    mUnconsumedOverScrollOffset+=-dyFinalUnconsumed;
    int maxOffset=mOverScrollOffsetLimit;
    if (mUnconsumedOverScrollOffset > 0) {
      mUnconsumedOverScrollOffset=Math.min(maxOffset,mUnconsumedOverScrollOffset);
    }
 else     if (mUnconsumedOverScrollOffset < 0) {
      mUnconsumedOverScrollOffset=Math.max(-maxOffset,mUnconsumedOverScrollOffset);
    }
    setScrollingOffset(getUnconsumedScrollingOffset());
  }
  pullEdgeEffects(dxUnconsumed,dyUnconsumed);
}",consume the final unconsumed nested scroll after all behaviors done .,what,"consume the nested scroll event and apply any necessary effects .
"
27540,"public RootBlockView(final boolean rootBlock0,final ByteBuffer buf,final ChecksumUtility checker) throws RootBlockException {
  if (buf == null)   throw new IllegalArgumentException();
  if (buf.remaining() != SIZEOF_ROOT_BLOCK) {
    throw new IllegalArgumentException(""Expecting "" + SIZEOF_ROOT_BLOCK + "" remaining, actual=""+ buf.remaining());
  }
  this.buf=buf.asReadOnlyBuffer();
  this.rootBlock0=rootBlock0;
switch (getStoreType()) {
case RW:
{
      am=new RWAddressManager(null);
      break;
    }
case WORM:
{
    final int offsetBits=getOffsetBits();
    am=new WormAddressManager(offsetBits);
    break;
  }
default :
throw new RootBlockException(""Unknown storeType="" + getStoreType());
}
if (checker == null) {
log.warn(""Checksum will not be validated"");
}
this.checker=checker;
valid();
}",create a new read - only view from the supplied buffer .,what,"create a RootBlockView object from a ByteBuffer .
"
69757,"@Override public void visitVertex(StreetRouter.State state){
  Integer edgeIdx=state.backEdge;
  if (!(edgeIdx == null || edgeIdx == -1)) {
    EdgeStore.Edge edge=edgeStore.getCursor(edgeIdx);
    GeoJsonFeature feature=new GeoJsonFeature(edge.getGeometry());
    feature.addProperty(""weight"",state.weight);
    feature.addProperty(""mode"",state.streetMode);
    feature.addProperty(""backEdge"",state.backEdge);
    features.add(feature);
  }
}",saves current state geometry mode and weight as geojson feature properties in list of features .,what,"adds a feature to the list of features for the visited vertex .
"
61747,"public boolean doTransaction(DB db,Object threadstate) throws WorkloadException {
  boolean ret=true;
  long st=System.nanoTime();
  String op=operationchooser.nextString();
  if (op.compareTo(""READ"") == 0) {
    ret=doTransactionRead(db);
  }
 else   if (op.compareTo(""UPDATE"") == 0) {
    ret=doTransactionUpdate(db);
  }
 else   if (op.compareTo(""INSERT"") == 0) {
    ret=doTransactionInsert(db);
  }
 else   if (op.compareTo(""SCAN"") == 0) {
    ret=doTransactionScan(db);
  }
 else {
    ret=doTransactionReadModifyWrite(db);
  }
  long en=System.nanoTime();
  _measurements.measure(_operations.get(op),(int)((en - st) / 1000));
  if (ret)   _measurements.reportReturnCode(_operations.get(op),-1);
 else {
    _measurements.reportReturnCode(_operations.get(op),0);
  }
  actualopcount.addAndGet(1);
  return ret;
}",do one transaction operation .,what,"perform a transaction operation .
"
72739,"public boolean shouldInclude(final Path path){
  return includeMatchers.size() == 0 || matches(path,includeMatchers);
}",check whether a path should be included .,what,"checks if the path should be included based on the include matchers .
"
12223,"public final void removeAll(){
  actionList.clear();
  constraintsList.clear();
  needSorting=true;
}",removes all children actions ( separators as well ) from the group .,what,"removes all actions and constraints from the group .
"
13298,"private boolean scanExpr(SymbolTable symbolTable,Tokens tokens,String data,int currentOffset,int endOffset) throws XNIException {
  int ch;
  int openParen=0;
  int closeParen=0;
  int nameOffset, dataOffset;
  boolean isQName=false;
  String name=null;
  String prefix=null;
  String schemeData=null;
  StringBuffer schemeDataBuff=new StringBuffer();
  while (true) {
    if (currentOffset == endOffset) {
      break;
    }
    ch=data.charAt(currentOffset);
    while (ch == ' ' || ch == 0x0A || ch == 0x09 || ch == 0x0D) {
      if (++currentOffset == endOffset) {
        break;
      }
      ch=data.charAt(currentOffset);
    }
    if (currentOffset == endOffset) {
      break;
    }
    byte chartype=(ch >= 0x80) ? CHARTYPE_NONASCII : fASCIICharMap[ch];
switch (chartype) {
case CHARTYPE_OPEN_PAREN:
      addToken(tokens,Tokens.XPTRTOKEN_OPEN_PAREN);
    openParen++;
  ++currentOffset;
break;
case CHARTYPE_CLOSE_PAREN:
addToken(tokens,Tokens.XPTRTOKEN_CLOSE_PAREN);
closeParen++;
++currentOffset;
break;
case CHARTYPE_CARRET:
case CHARTYPE_COLON:
case CHARTYPE_DIGIT:
case CHARTYPE_EQUAL:
case CHARTYPE_LETTER:
case CHARTYPE_MINUS:
case CHARTYPE_NONASCII:
case CHARTYPE_OTHER:
case CHARTYPE_PERIOD:
case CHARTYPE_SLASH:
case CHARTYPE_UNDERSCORE:
case CHARTYPE_WHITESPACE:
if (openParen == 0) {
nameOffset=currentOffset;
currentOffset=scanNCName(data,endOffset,currentOffset);
if (currentOffset == nameOffset) {
reportError(""InvalidShortHandPointer"",new Object[]{data});
return false;
}
if (currentOffset < endOffset) {
ch=data.charAt(currentOffset);
}
 else {
ch=-1;
}
name=symbolTable.addSymbol(data.substring(nameOffset,currentOffset));
prefix=XMLSymbols.EMPTY_STRING;
if (ch == ':') {
if (++currentOffset == endOffset) {
return false;
}
ch=data.charAt(currentOffset);
prefix=name;
nameOffset=currentOffset;
currentOffset=scanNCName(data,endOffset,currentOffset);
if (currentOffset == nameOffset) {
return false;
}
if (currentOffset < endOffset) {
ch=data.charAt(currentOffset);
}
 else {
ch=-1;
}
isQName=true;
name=symbolTable.addSymbol(data.substring(nameOffset,currentOffset));
}
if (currentOffset != endOffset) {
addToken(tokens,Tokens.XPTRTOKEN_SCHEMENAME);
tokens.addToken(prefix);
tokens.addToken(name);
isQName=false;
}
 else if (currentOffset == endOffset) {
addToken(tokens,Tokens.XPTRTOKEN_SHORTHAND);
tokens.addToken(name);
isQName=false;
}
closeParen=0;
break;
}
 else if (openParen > 0 && closeParen == 0 && name != null) {
dataOffset=currentOffset;
currentOffset=scanData(data,schemeDataBuff,endOffset,currentOffset);
if (currentOffset == dataOffset) {
reportError(""InvalidSchemeDataInXPointer"",new Object[]{data});
return false;
}
if (currentOffset < endOffset) {
ch=data.charAt(currentOffset);
}
 else {
ch=-1;
}
schemeData=symbolTable.addSymbol(schemeDataBuff.toString());
addToken(tokens,Tokens.XPTRTOKEN_SCHEMEDATA);
tokens.addToken(schemeData);
openParen=0;
schemeDataBuff.delete(0,schemeDataBuff.length());
}
 else {
return false;
}
}
}
return true;
}",scans the xpointer expression,what,"scans the xpointer expression .
"
74493,"protected void newFastClockMinute(){
  for (int i=delayedTrains.size() - 1; i >= 0; i--) {
    ActiveTrain at=delayedTrains.get(i);
    if ((!at.getStarted()) && at.getDelayedStart() != ActiveTrain.NODELAY) {
      if (at.getDelayedStart() == ActiveTrain.TIMEDDELAY) {
        if (isFastClockTimeGE(at.getDepartureTimeHr(),at.getDepartureTimeMin())) {
          at.setStarted();
          delayedTrains.remove(i);
          if (_AutoAllocate) {
            autoAllocate.scanAllocationRequestList(allocationRequests);
          }
        }
      }
    }
 else     if (at.getStarted() && at.getStatus() == ActiveTrain.READY && at.reachedRestartPoint()) {
      if (isFastClockTimeGE(at.getRestartDepartHr(),at.getRestartDepartMin())) {
        at.restart();
        delayedTrains.remove(i);
        if (_AutoAllocate) {
          autoAllocate.scanAllocationRequestList(allocationRequests);
        }
      }
    }
  }
}",handle activity that is triggered by the fast clock,what,This method is used to handle the start of delayed trains based on their delayed start time. It checks if the current time is greater than or equal to
38671,"public static void saveXStream(File saveTo,Object model,Instances header) throws Exception {
  Vector<Object> v=new Vector<Object>();
  v.add(model);
  if (header != null) {
    v.add(header);
  }
  v.trimToSize();
  XStream.write(saveTo.getAbsolutePath(),v);
}",save a model in xstream deep object serialized xml form .,what,"save a model in xstream xml form .
"
101,"public JsonArray add(String value){
  values.add(Json.value(value));
  return this;
}",appends the json representation of the specified string to the end of this array .,what,"appends the json representation of the specified string to the end of this array .
"
79737,"public static void mergeNodeChildren(TreeNode node){
  DefaultMutableTreeNode masterNode=(DefaultMutableTreeNode)node;
  for (int i=0; i < masterNode.getChildCount(); i++) {
    DefaultMutableTreeNode child=(DefaultMutableTreeNode)masterNode.getChildAt(i);
    if (!child.isLeaf()) {
      MergeHelpUtilities.mergeNodeChildren(DEFAULT_MERGE_TYPE,child);
    }
  }
}",merge node children .,what,"merge the children of the specified node .
"
46680,"public File createNewFolder(File containingDir) throws IOException {
  if (containingDir == null) {
    throw new IOException(""Containing directory is null:"");
  }
  File newFolder=createFileObject(containingDir,newFolderString);
  int i=2;
  while (newFolder.exists() && i < 100) {
    newFolder=createFileObject(containingDir,MessageFormat.format(newFolderNextString,new Integer(i)));
    i++;
  }
  if (newFolder.exists()) {
    throw new IOException(""Directory already exists:"" + newFolder.getAbsolutePath());
  }
 else {
    newFolder.mkdirs();
  }
  return newFolder;
}",creates a new folder with a default folder name .,what,"creates a new folder with a default folder name and appends a number if the folder already exists.
"
46509,"public boolean isDefined(Object attrName){
  return table.containsKey(attrName);
}",tells whether a given attribute is defined .,what,"checks if the attribute is defined in the table .
"
36838,"protected static boolean checkRawModulesTables(final CConnection connection,final String databaseName,final int rawModuleId){
  Preconditions.checkNotNull(connection,""IE02261: Connection argument can not be null"");
  Preconditions.checkNotNull(databaseName,""IE02262: Database name argument can not be null"");
  Preconditions.checkArgument(rawModuleId > 0,""Raw module id %s must be a positive integer"",rawModuleId);
  final ImmutableSet<String> rawTableNames=ImmutableSet.of(String.format(CTableNames.RAW_ADDRESS_COMMENTS_TABLE,rawModuleId),String.format(CTableNames.RAW_ADDRESS_REFERENCES_TABLE,rawModuleId),String.format(CTableNames.RAW_BASE_TYPES,rawModuleId),String.format(CTableNames.RAW_BASIC_BLOCK_INSTRUCTIONS_TABLE,rawModuleId),String.format(CTableNames.RAW_BASIC_BLOCKS_TABLE,rawModuleId),String.format(CTableNames.RAW_CALLGRAPH_TABLE,rawModuleId),String.format(CTableNames.RAW_CONTROL_FLOW_GRAPHS_TABLE,rawModuleId),String.format(CTableNames.RAW_EXPRESSION_NODES_TABLE,rawModuleId),String.format(CTableNames.RAW_EXPRESSION_SUBSTITUTIONS_TABLE,rawModuleId),String.format(CTableNames.RAW_EXPRESSION_TREE_NODES_TABLE,rawModuleId),String.format(CTableNames.RAW_EXPRESSION_TREES_TABLE,rawModuleId),String.format(CTableNames.RAW_EXPRESSION_TYPES_TABLE,rawModuleId),String.format(CTableNames.RAW_FUNCTIONS_TABLE,rawModuleId),String.format(CTableNames.RAW_INSTRUCTIONS_TABLE,rawModuleId),String.format(CTableNames.RAW_OPERANDS_TABLE,rawModuleId),String.format(CTableNames.RAW_SECTIONS,rawModuleId),String.format(CTableNames.RAW_EXPRESSION_TYPE_INSTANCES,rawModuleId),String.format(CTableNames.RAW_TYPE_INSTACES,rawModuleId),String.format(CTableNames.RAW_TYPES,rawModuleId));
  final Pair<CConnection,String> cacheKey=new Pair<>(connection,databaseName);
  if (PostgreSQLDatabaseFunctions.queryCache(cacheKey,rawTableNames)) {
    return true;
  }
 else {
    if (!PostgreSQLDatabaseFunctions.fillCache(cacheKey)) {
      return false;
    }
    return PostgreSQLDatabaseFunctions.queryCache(cacheKey,rawTableNames);
  }
}",checks the existence of all necessary raw module tables .,what,"checks if the raw module tables exist in the database .
"
82892,"public Result result(SqlNode node,Collection<Clause> clauses,RelNode rel){
  final String alias2=SqlValidatorUtil.getAlias(node,-1);
  final String alias3=alias2 != null ? alias2 : ""t"";
  final String alias4=SqlValidatorUtil.uniquify(alias3,aliasSet,SqlValidatorUtil.EXPR_SUGGESTER);
  final String alias5=alias2 == null || !alias2.equals(alias4) ? alias4 : null;
  return new Result(node,clauses,alias5,Collections.singletonList(Pair.of(alias4,rel.getRowType())));
}",creates a result based on a single relational expression .,what,"create a result object for a given sql node, clauses, and relational node.
"
40515,"protected int unicodeEscapeLexer(int c) throws IOException {
  int ret=0;
  c=in.read();
  code.clear();
  try {
    for (int i=0; i < 4; i++) {
      c=in.read();
      if (isEndOfFile(c) || isEndOfLine(c)) {
        throw new NumberFormatException(""number too short"");
      }
      code.append((char)c);
    }
    ret=Integer.parseInt(code.toString(),16);
  }
 catch (  NumberFormatException e) {
    throw new IOException(""(line "" + getLineNumber() + "") Wrong unicode escape sequence found '""+ code.toString()+ ""'""+ e.toString());
  }
  return ret;
}",decodes unicode escapes .,what,"reads a unicode escape sequence from the input stream and returns the corresponding unicode character as an integer .
"
30245,"public static Colour attemptToGetAsColour(String part){
  Colour col=null;
  try {
    col=Colour.valueOf(part.toUpperCase());
  }
 catch (  Exception e) {
  }
  return col;
}",attempt to parse string as a colour,what,"attempt to get a colour from a string
"
42926,"public RotationMatrixBuilder withThetas(double theta){
  for (  Plane plane : planes) {
    plane.setTheta(theta);
  }
  return this;
}","sets the rotation angle , in radians , of all 2d rotation planes added to this builder .",what,"sets the rotation angle of all 2d rotation planes added to this builder.
"
34724,"public boolean isTabAssociatedWithNonDestroyedActivity(boolean isIncognito,int tabId){
  List<WeakReference<Activity>> activities=ApplicationStatus.getRunningActivities();
  for (  WeakReference<Activity> ref : activities) {
    Activity activity=ref.get();
    if (activity != null && isValidActivity(isIncognito,activity.getIntent()) && getTabIdFromIntent(activity.getIntent()) == tabId && !isActivityDestroyed(activity)) {
      return true;
    }
  }
  return false;
}",check if the tab is associated with an activity that hasn ' t been destroyed .,what,"checks if the tab is associated with a non-destroyed activity .
"
15520,"public void clear(FacesContext facesContext,Map<String,Object> viewMap){
  if (LOGGER.isLoggable(Level.FINEST)) {
    LOGGER.log(Level.FINEST,""Clearing @ViewScoped CDI beans for given view map: {0}"");
  }
  Map<String,ViewScopeContextObject> contextMap=getContextMap(facesContext,viewMap);
  if (contextMap != null) {
    destroyBeans(viewMap,contextMap);
  }
}",clear the given view map .,what,"clear the given view map .
"
48480,"public static int normalize(char[] src,int srcStart,int srcLimit,char[] dest,int destStart,int destLimit,Mode mode,int options){
  int length=mode.normalize(src,srcStart,srcLimit,dest,destStart,destLimit,options);
  if (length <= (destLimit - destStart)) {
    return length;
  }
 else {
    throw new IndexOutOfBoundsException(Integer.toString(length));
  }
}",normalize a string .,what,"normalizes the given character array and returns the length of the normalized array .
"
5550,"public static IMultiPoint[] randomPoints(int n,int d,int scale){
  IMultiPoint points[]=new IMultiPoint[n];
  for (int i=0; i < n; i++) {
    StringBuilder sb=new StringBuilder();
    for (int j=0; j < d; j++) {
      sb.append(rGen.nextDouble() * scale);
      if (j < d - 1) {
        sb.append("","");
      }
    }
    points[i]=new Hyperpoint(sb.toString());
  }
  return points;
}",generate array of n d - dimensional points whose coordinates are values in the range 0 . .,what,"generate array of n d - dimensional points whose coordinates are values in the range 0 . .
"
31239,"static float rotateY(float pX,float pY,float cX,float cY,float angleInDegrees){
  double angle=Math.toRadians(angleInDegrees);
  return (float)(Math.sin(angle) * (pX - cX) + Math.cos(angle) * (pY - cY) + cY);
}",rotate point p around center point c .,what,"rotate point p around center point c .
"
8878,"private static String reportListContents(Collection<ProcessErrorStateInfo> errList){
  if (errList == null)   return null;
  StringBuilder builder=new StringBuilder();
  Iterator<ProcessErrorStateInfo> iter=errList.iterator();
  while (iter.hasNext()) {
    ProcessErrorStateInfo entry=iter.next();
    String condition;
switch (entry.condition) {
case ActivityManager.ProcessErrorStateInfo.CRASHED:
      condition=""a CRASH"";
    break;
case ActivityManager.ProcessErrorStateInfo.NOT_RESPONDING:
  condition=""an ANR"";
break;
default :
condition=""an unknown error"";
break;
}
builder.append(String.format(""Process %s encountered %s (%s)"",entry.processName,condition,entry.shortMsg));
if (entry.condition == ActivityManager.ProcessErrorStateInfo.CRASHED) {
builder.append(String.format("" with stack trace:\n%s\n"",entry.stackTrace));
}
builder.append(""\n"");
}
return builder.toString();
}",this helper function will dump the actual error reports .,what,"generate a report on the contents of a list of process error states .
"
77796,"public byte[] readRawBytes(final int size) throws IOException {
  if (size < 0) {
    throw InvalidProtocolBufferNanoException.negativeSize();
  }
  if (bufferPos + size > currentLimit) {
    skipRawBytes(currentLimit - bufferPos);
    throw InvalidProtocolBufferNanoException.truncatedMessage();
  }
  if (size <= bufferSize - bufferPos) {
    final byte[] bytes=new byte[size];
    System.arraycopy(buffer,bufferPos,bytes,0,size);
    bufferPos+=size;
    return bytes;
  }
 else {
    throw InvalidProtocolBufferNanoException.truncatedMessage();
  }
}",read a fixed size of bytes from the input .,what,"reads a fixed size of bytes from the input .
"
44215,"protected int readFully(InputStream in,byte buffer[]) throws java.io.IOException {
  for (int i=0; i < buffer.length; i++) {
    int q=in.read();
    if (q == -1)     return i;
    buffer[i]=(byte)q;
  }
  return buffer.length;
}",this method works around the bizarre semantics of bufferedinputstream ' s read method .,what,"this method reads the input stream into the given byte array until the end of the stream is reached or the array is full.
"
68478,"@Override public void stop(Runnable arg0){
  stop();
  arg0.run();
}",smart lifecycle stop implementation .,what,"stop the currently running thread and run the specified runnable .
"
58174,"private void initialize(URI p_other){
  m_scheme=p_other.getScheme();
  m_userinfo=p_other.getUserinfo();
  m_host=p_other.getHost();
  m_port=p_other.getPort();
  m_path=p_other.getPath();
  m_queryString=p_other.getQueryString();
  m_fragment=p_other.getFragment();
}",initialize all fields of this uri from another uri .,what,"initialize the URI fields from another URI
"
32415,"private void checkPendingCustomMessages(){
  if (joiningNodes.isEmpty() && isLocalNodeCoordinator()) {
    TcpDiscoveryCustomEventMessage msg;
    while ((msg=pendingCustomMsgs.poll()) != null) {
      processCustomMessage(msg);
      if (msg.verified())       msgHist.add(msg);
    }
  }
}",checks and flushes custom event messages if no nodes are attempting to join the grid .,what,"checks for pending custom messages and processes them if there are any.
"
68982,"public void update(long dt,float ratioY){
  double step=2 * Math.PI / POINTS_PER_CIRCLE;
  angle+=dt * BUBBLE_D_ANGLE;
  float fromX=startX + (float)(0.05f * Math.sin(angle));
  float toX=fromX + size;
  float fromY=this.fromY + dt * speed;
  float toY=fromY + size;
  centerY+=dt * virtualSpeed;
  getColor()[3]=(TOP_Y - centerY / TOP_Y);
  vertexBuffer.put(0,Utils.normalizeGl(0,fromX,toX));
  vertexBuffer.put(1,Utils.normalizeGl(centerY * ratioY,fromY,toY));
  for (int i=1; i <= POINTS_PER_CIRCLE; i++) {
    vertexBuffer.put(COORDS_PER_VERTEX * i,Utils.normalizeGl((float)Math.sin(-Math.PI + step * i),fromX,toX));
    vertexBuffer.put(COORDS_PER_VERTEX * i + 1,Utils.normalizeGl((float)Math.cos(-Math.PI + step * i) * ratioY,fromY,toY));
  }
  this.fromY=fromY;
}",update position of bubble .,what,"update the position and size of a bubble .
"
84207,"public void resetReferences(){
  if (_refs != null)   _refs.clear();
}",resets the references for streaming .,why,"clears the reference list for the object .
"
10529,"private void nukeSymbols(){
  _count=0;
  _longestCollisionList=0;
  Arrays.fill(_mainHash,0);
  Arrays.fill(_mainNames,null);
  Arrays.fill(_collList,null);
  _collCount=0;
  _collEnd=0;
}","helper method called to empty all shared symbols , but to leave arrays allocated",why,"clears all symbols and resets the symbol table .
"
14694,"public void addPolicyListener(PolicyListener policyListener){
  policyCache.addPolicyListener(policyListener);
}","adds a policy listener that would be notified whenever a policy is added , removed or changed",why,"adds a policy listener to the policy cache .
"
8814,"private String classToEntryPath(Class<?> clazz){
  String name="""";
  Class<?> parent;
  while ((parent=clazz.getEnclosingClass()) != null) {
    name=""$"" + clazz.getSimpleName() + name;
    clazz=parent;
  }
  return classNameToEntryPath(clazz.getCanonicalName() + name);
}",utility method to get the jar entry path from a class name .,why,"convert a class name to a path for use in a cache entry .
"
